id,genres,Movie_profit
192141,Action,49418872.0
192141,Thriller,49418872.0
308639,Crime,17286781.0
308639,Drama,17286781.0
308639,Comedy,17286781.0
261392,Comedy,208085.0
261392,Action,208085.0
304357,Drama,50619773.0
266294,Comedy,75011053.0
227719,Science Fiction,20248241.0
227719,Thriller,20248241.0
287948,Thriller,47629670.0
287948,Action,47629670.0
287948,Crime,47629670.0
201085,Mystery,19679822.0
201085,Thriller,19679822.0
201085,Fantasy,19679822.0
201085,Horror,19679822.0
201085,Drama,19679822.0
264999,Comedy,107613057.0
264999,Drama,107613057.0
264999,Music,107613057.0
146301,Horror,68099553.0
146301,Thriller,68099553.0
294016,Drama,-6764339.0
290751,Crime,12689727.0
290751,Drama,12689727.0
290751,Mystery,12689727.0
228165,Family,237594032.0
228165,Animation,237594032.0
272878,Adventure,23967255.0
272878,Drama,23967255.0
272878,Family,23967255.0
266396,Action,-29335251.0
266396,Drama,-29335251.0
266396,Crime,-29335251.0
277685,Horror,61882090.0
277685,Thriller,61882090.0
268920,Action,16680201.0
268920,Crime,16680201.0
268920,Comedy,16680201.0
280092,Drama,94303851.0
280092,Horror,94303851.0
280092,Thriller,94303851.0
328589,Comedy,35387687.0
328589,Drama,35387687.0
228066,Drama,-5772702.0
228066,Science Fiction,-5772702.0
228066,Thriller,-5772702.0
291270,Animation,-4240714.0
291270,Comedy,-4240714.0
291270,Drama,-4240714.0
291270,Romance,-4240714.0
250124,Drama,-522998.0
250124,Romance,-522998.0
282984,Mystery,16391084.0
282984,Drama,16391084.0
275601,Comedy,23325328.0
275601,Drama,23325328.0
275601,Music,23325328.0
304372,Drama,48273173.0
304372,Thriller,48273173.0
252512,Drama,-2412515.0
252512,Comedy,-2412515.0
257091,Comedy,66511453.0
293646,History,-97277.0
293646,Drama,-97277.0
245168,Drama,2002420.0
245168,History,2002420.0
301351,Drama,5122090.0
301351,Music,5122090.0
301351,Romance,5122090.0
268238,Drama,75978266.0
268238,Comedy,75978266.0
256962,Comedy,-13579681.0
256962,Drama,-13579681.0
256962,War,-13579681.0
222936,Adventure,-10749980.0
222936,Comedy,-10749980.0
222936,Romance,-10749980.0
10317,Drama,-20997739.0
10317,Comedy,-20997739.0
306745,Romance,-6426665.0
306745,Drama,-6426665.0
292431,Drama,-2304731.0
292431,Romance,-2304731.0
300693,Drama,-7058446.0
256924,Comedy,835752.0
256924,Drama,835752.0
256924,Music,835752.0
253414,Comedy,-11979336.0
253414,Music,-11979336.0
253414,War,-11979336.0
320588,Comedy,13444999.0
320588,Drama,13444999.0
320588,Romance,13444999.0
157544,Thriller,-11215237.0
157544,Horror,-11215237.0
283235,Drama,-6588073.0
243938,Comedy,-1685349.0
254905,Drama,-3856899.0
232572,Drama,27991087.0
232572,Adventure,27991087.0
232572,Comedy,27991087.0
243940,Thriller,60810728.0
243940,Horror,60810728.0
239573,Comedy,-20568747.0
167810,Fantasy,-1954569.0
167810,Thriller,-1954569.0
299245,Horror,42564410.0
299245,Thriller,42564410.0
314385,Drama,-6665073.0
314385,Romance,-6665073.0
253331,Drama,12571189.0
297806,Drama,-11353212.0
297806,Music,-11353212.0
266639,Drama,-2666316.0
266639,Music,-2666316.0
266639,Adventure,-2666316.0
266639,Fantasy,-2666316.0
283587,Drama,-5909223.0
283587,War,-5909223.0
234212,Thriller,387000.0
234212,Horror,387000.0
308638,Drama,323793.0
308638,Comedy,323793.0
245846,Drama,-9982528.0
245846,Thriller,-9982528.0
331190,Crime,801508.0
331190,Drama,801508.0
331190,Thriller,801508.0
343795,Drama,-157301.0
309304,Drama,6487452.0
309304,Comedy,6487452.0
323272,Drama,64790117.0
273899,Drama,-13312326.0
157336,Adventure,456752480.0
157336,Drama,456752480.0
157336,Science Fiction,456752480.0
118340,Action,603312399.0
118340,Science Fiction,603312399.0
118340,Adventure,603312399.0
100402,Action,544766572.0
100402,Adventure,544766572.0
100402,Science Fiction,544766572.0
245891,Action,58739897.0
245891,Thriller,58739897.0
131631,Science Fiction,627100229.0
131631,Adventure,627100229.0
131631,Thriller,627100229.0
122917,Adventure,705119788.0
122917,Fantasy,705119788.0
177572,Adventure,487105443.0
177572,Family,487105443.0
177572,Animation,487105443.0
177572,Action,487105443.0
177572,Comedy,487105443.0
205596,History,219555708.0
205596,Drama,219555708.0
205596,Thriller,219555708.0
205596,War,219555708.0
198663,Action,314319861.0
198663,Mystery,314319861.0
198663,Science Fiction,314319861.0
198663,Thriller,314319861.0
194662,Drama,85215094.0
194662,Comedy,85215094.0
210577,Mystery,308330363.0
210577,Thriller,308330363.0
210577,Drama,308330363.0
228150,War,143817906.0
228150,Drama,143817906.0
228150,Action,143817906.0
181533,Adventure,222424282.0
181533,Comedy,222424282.0
181533,Fantasy,222424282.0
181533,Family,222424282.0
157350,Action,203747895.0
157350,Science Fiction,203747895.0
157350,Thriller,203747895.0
127585,Action,496000000.0
127585,Adventure,496000000.0
127585,Fantasy,496000000.0
127585,Science Fiction,496000000.0
240832,Action,423360063.0
240832,Science Fiction,423360063.0
98566,Science Fiction,352200000.0
98566,Action,352200000.0
98566,Adventure,352200000.0
98566,Fantasy,352200000.0
98566,Comedy,352200000.0
225886,Comedy,86069509.0
242582,Crime,30197217.0
242582,Drama,30197217.0
242582,Thriller,30197217.0
91314,Science Fiction,35500000.0
91314,Action,35500000.0
91314,Adventure,35500000.0
120467,Comedy,144600318.0
120467,Drama,144600318.0
244786,Drama,10693093.0
244786,Music,10693093.0
119450,Science Fiction,538200000.0
119450,Action,538200000.0
119450,Drama,538200000.0
119450,Thriller,538200000.0
156022,Thriller,137330738.0
156022,Action,137330738.0
156022,Crime,137330738.0
227159,Comedy,64645357.0
102382,Action,505717432.0
102382,Adventure,505717432.0
102382,Fantasy,505717432.0
137113,Action,192541256.0
137113,Science Fiction,192541256.0
228967,Action,-32694825.0
228967,Comedy,-32694825.0
190859,War,483507423.0
190859,Action,483507423.0
147441,Adventure,128031828.0
147441,Drama,128031828.0
147441,Action,128031828.0
124905,Action,369076069.0
124905,Science Fiction,369076069.0
124905,Thriller,369076069.0
102651,Fantasy,578410378.0
102651,Adventure,578410378.0
102651,Action,578410378.0
102651,Family,578410378.0
102651,Romance,578410378.0
254904,Crime,17556119.0
254904,Action,17556119.0
254904,Thriller,17556119.0
242512,Horror,97529779.0
82702,Fantasy,464123048.0
82702,Action,464123048.0
82702,Adventure,464123048.0
82702,Animation,464123048.0
82702,Comedy,464123048.0
270303,Thriller,11500000.0
270303,Horror,11500000.0
138103,Action,116172544.0
138103,Adventure,116172544.0
138103,Thriller,116172544.0
137106,Adventure,409160692.0
137106,Fantasy,409160692.0
137106,Animation,409160692.0
137106,Comedy,409160692.0
137106,Action,409160692.0
68737,Adventure,19178613.0
68737,Fantasy,19178613.0
266856,Drama,106201940.0
266856,Romance,106201940.0
193893,Comedy,119621271.0
49017,Horror,145529201.0
49017,Action,145529201.0
49017,Drama,145529201.0
49017,Fantasy,145529201.0
49017,War,145529201.0
270946,Family,241552094.0
270946,Animation,241552094.0
270946,Adventure,241552094.0
270946,Comedy,241552094.0
224141,Fantasy,162902372.0
224141,Comedy,162902372.0
224141,Music,162902372.0
53182,Action,227580051.0
53182,War,227580051.0
227156,Drama,41980456.0
227156,Science Fiction,41980456.0
187017,Crime,138441614.0
187017,Comedy,138441614.0
187017,Action,138441614.0
169917,Crime,25181600.0
169917,Drama,25181600.0
169917,Mystery,25181600.0
169917,Thriller,25181600.0
116149,Comedy,204207227.0
284276,Drama,-4639719.0
212778,Comedy,34967935.0
238636,Horror,99782847.0
238636,Thriller,99782847.0
218043,Thriller,3682924.0
218043,Action,3682924.0
218043,Science Fiction,3682924.0
85350,Drama,40349000.0
241239,Action,-7992930.0
241239,Thriller,-7992930.0
241239,Crime,-7992930.0
241239,Drama,-7992930.0
184315,Action,143400000.0
184315,Adventure,143400000.0
86834,Drama,237637473.0
86834,Adventure,237637473.0
205587,Drama,33719388.0
232672,Comedy,83494610.0
195589,Comedy,250157400.0
249164,Drama,67874843.0
243683,Romance,41165646.0
243683,Drama,41165646.0
243683,Music,41165646.0
222935,Romance,293151265.0
222935,Drama,293151265.0
168530,Action,128997819.0
168530,Comedy,128997819.0
171274,Comedy,-8889025.0
171274,Romance,-8889025.0
171274,Crime,-8889025.0
171274,Drama,-8889025.0
171274,Mystery,-8889025.0
137094,Action,-9450893.0
137094,Drama,-9450893.0
137094,Thriller,-9450893.0
225574,Action,172809600.0
225574,Thriller,172809600.0
225574,Mystery,172809600.0
206487,Science Fiction,-2500000.0
206487,Thriller,-2500000.0
154400,Drama,6058381.0
154400,Crime,6058381.0
97020,Science Fiction,119379423.0
97020,Action,119379423.0
157353,Thriller,3039258.0
157353,Science Fiction,3039258.0
157353,Drama,3039258.0
157353,Mystery,3039258.0
193610,Comedy,156781193.0
193610,Romance,156781193.0
82703,Animation,127912430.0
82703,Adventure,127912430.0
82703,Family,127912430.0
189,Crime,-25592384.0
189,Thriller,-25592384.0
172385,Animation,397188435.0
172385,Adventure,397188435.0
172385,Comedy,397188435.0
172385,Family,397188435.0
100042,Comedy,129837010.0
152760,War,84984035.0
152760,Drama,84984035.0
152760,History,84984035.0
152760,Action,84984035.0
227306,Drama,98442937.0
227306,War,98442937.0
273895,History,46787908.0
273895,Drama,46787908.0
265177,Drama,-1405930.0
228970,Drama,37501541.0
76649,Action,-12168369.0
76649,Adventure,-12168369.0
76649,History,-12168369.0
76649,Romance,-12168369.0
76649,Drama,-12168369.0
239571,Drama,9926213.0
239571,Romance,9926213.0
196867,Music,68821816.0
196867,Comedy,68821816.0
196867,Drama,68821816.0
196867,Family,68821816.0
228326,Romance,47437106.0
228326,Animation,47437106.0
228326,Adventure,47437106.0
228326,Comedy,47437106.0
228326,Family,47437106.0
239563,Comedy,41837234.0
136797,Action,137277636.0
136797,Crime,137277636.0
136797,Drama,137277636.0
136797,Thriller,137277636.0
228194,Drama,66880821.0
170687,Animation,48255770.0
170687,Comedy,48255770.0
170687,Family,48255770.0
170687,Fantasy,48255770.0
87093,Drama,18883511.0
241254,Thriller,248586800.0
241254,Action,248586800.0
242095,Thriller,-3399104.0
242095,Science Fiction,-3399104.0
216282,Action,110602194.0
216282,Thriller,110602194.0
218836,Animation,101165787.0
218836,Comedy,101165787.0
218836,Adventure,101165787.0
218836,Family,101165787.0
144336,Action,-17491482.0
144336,Drama,-17491482.0
144336,Thriller,-17491482.0
144336,Crime,-17491482.0
136835,Thriller,40630415.0
284293,Drama,36797583.0
256274,Horror,35100000.0
256274,Thriller,35100000.0
87492,Drama,-11903700.0
87492,Thriller,-11903700.0
226857,Drama,14077920.0
226857,Romance,14077920.0
157845,Crime,-9954577.0
157845,Drama,-9954577.0
184098,Comedy,46181428.0
184098,Romance,46181428.0
271674,Drama,-5895284.0
271674,Romance,-5895284.0
271674,War,-5895284.0
187596,Comedy,-14940791.0
250546,Horror,248773813.0
100241,Horror,6154592.0
100241,Thriller,6154592.0
225565,Comedy,18049082.0
225565,Romance,18049082.0
200505,Drama,1831145.0
254473,Action,40896829.0
254473,Crime,40896829.0
254473,Drama,40896829.0
242224,Drama,4676471.0
242224,Thriller,4676471.0
242224,Horror,4676471.0
226486,Comedy,80525432.0
137321,Drama,-29199769.0
137321,Fantasy,-29199769.0
137321,Mystery,-29199769.0
137321,Romance,-29199769.0
241848,Mystery,-2632839.0
241848,Thriller,-2632839.0
241848,Action,-2632839.0
256917,War,-6979977.0
256917,Drama,-6979977.0
171424,Horror,1833445.0
171424,Thriller,1833445.0
218778,Family,72654149.0
218778,Comedy,72654149.0
239678,Drama,21496320.0
239678,Comedy,21496320.0
264656,Western,-13570011.0
264656,Drama,-13570011.0
230179,Action,-1000000.0
230179,Adventure,-1000000.0
209451,Music,27347013.0
209451,Drama,27347013.0
222899,Comedy,36502684.0
222899,Romance,36502684.0
198185,Drama,13307627.0
231576,Drama,-16701.0
231576,Comedy,-16701.0
244539,Comedy,-5269345.0
244539,Drama,-5269345.0
97370,Thriller,-7919749.0
97370,Science Fiction,-7919749.0
97370,Drama,-7919749.0
177494,Comedy,-2514873.0
177494,Drama,-2514873.0
177494,Crime,-2514873.0
235260,Drama,45800064.0
242042,Comedy,-5984929.0
242042,Drama,-5984929.0
242042,Romance,-5984929.0
217993,Animation,1655325.0
157834,Drama,-7729294.0
157834,Fantasy,-7729294.0
157834,Science Fiction,-7729294.0
232679,Drama,15127963.0
177047,Drama,-1951610.0
193612,Horror,17634867.0
157849,Thriller,16554855.0
282813,Horror,7365435.0
246860,Drama,-5046000.0
245916,Thriller,-2549154.0
245916,Crime,-2549154.0
245916,Drama,-2549154.0
245916,Mystery,-2549154.0
254191,Horror,-990682.0
210479,Drama,2635300.0
210479,Thriller,2635300.0
227735,Family,16424533.0
227735,Drama,16424533.0
288158,Thriller,25501323.0
288158,Horror,25501323.0
288158,Drama,25501323.0
145220,Comedy,30383113.0
145220,Adventure,30383113.0
145220,Crime,30383113.0
145220,Family,30383113.0
246403,Comedy,-973295.0
246403,Drama,-973295.0
246403,Horror,-973295.0
286521,Drama,-4979079.0
236751,Drama,89332962.0
188207,Action,-8720548.0
188207,Adventure,-8720548.0
253235,Comedy,-4687613.0
253235,Drama,-4687613.0
253235,Romance,-4687613.0
244566,Romance,-2311727.0
244566,Comedy,-2311727.0
244566,Horror,-2311727.0
230266,Drama,-500000.0
244783,Drama,-5967749.0
252171,Horror,-605000.0
252171,Romance,-605000.0
210947,Horror,-196821.0
210947,Thriller,-196821.0
241771,Drama,7618727.0
252680,Comedy,5429707.0
238603,Family,32300000.0
238603,Adventure,32300000.0
238603,Science Fiction,32300000.0
284536,Thriller,14171130.0
284536,Crime,14171130.0
284536,Drama,14171130.0
209185,Comedy,-9269982.0
157847,Drama,-1634533.0
270654,Science Fiction,14500000.0
157099,Drama,-4924857.0
157099,Comedy,-4924857.0
249660,Drama,12789000.0
79316,Horror,29433975.0
282296,Romance,-986214.0
282296,Comedy,-986214.0
282296,Drama,-986214.0
251321,Drama,-7946914.0
262340,Comedy,17100000.0
11,Adventure,764398007.0
11,Action,764398007.0
11,Science Fiction,764398007.0
691,Adventure,171438673.0
691,Action,171438673.0
691,Thriller,171438673.0
11319,Fantasy,70015869.0
11319,Family,70015869.0
11319,Animation,70015869.0
11319,Adventure,70015869.0
703,Comedy,34251425.0
703,Drama,34251425.0
703,Romance,34251425.0
840,Science Fiction,283788635.0
840,Drama,283788635.0
5902,Drama,28750000.0
5902,History,28750000.0
5902,War,28750000.0
11940,Action,12500000.0
11940,Adventure,12500000.0
11940,Family,12500000.0
11940,Fantasy,12500000.0
11940,Science Fiction,12500000.0
11009,Drama,233613184.0
11009,Music,233613184.0
12535,Comedy,27663038.0
12535,Music,27663038.0
17689,Drama,20914658.0
17689,Action,20914658.0
17689,Crime,20914658.0
17689,Thriller,20914658.0
11586,Horror,16749142.0
11586,Thriller,16749142.0
11586,Fantasy,16749142.0
7227,Action,24000000.0
7227,Adventure,24000000.0
7227,Drama,24000000.0
7227,Thriller,24000000.0
985,Science Fiction,6990000.0
985,Fantasy,6990000.0
985,Horror,6990000.0
985,Drama,6990000.0
12707,Drama,8717854.0
12707,Adventure,8717854.0
12707,Horror,8717854.0
38985,Action,-10000000.0
38985,Thriller,-10000000.0
38985,Adventure,-10000000.0
72277,Drama,448000.0
72277,Thriller,448000.0
72277,Mystery,448000.0
30315,Horror,16500000.0
30315,Science Fiction,16500000.0
16220,Animation,7800000.0
16220,Fantasy,7800000.0
16220,Science Fiction,7800000.0
12262,Horror,24770000.0
19995,Action,2544505847.0
19995,Adventure,2544505847.0
19995,Fantasy,2544505847.0
19995,Science Fiction,2544505847.0
16869,Drama,249131050.0
16869,Action,249131050.0
16869,Thriller,249131050.0
16869,War,249131050.0
12437,Fantasy,56327197.0
12437,Action,56327197.0
12437,Adventure,56327197.0
12437,Science Fiction,56327197.0
12437,Thriller,56327197.0
767,Adventure,683959197.0
767,Fantasy,683959197.0
767,Family,683959197.0
14160,Animation,556342744.0
14160,Comedy,556342744.0
14160,Family,556342744.0
14160,Adventure,556342744.0
13475,Science Fiction,235680446.0
13475,Action,235680446.0
13475,Adventure,235680446.0
534,Drama,171353001.0
534,Action,171353001.0
534,Thriller,171353001.0
534,Science Fiction,171353001.0
17654,Action,180819611.0
17654,Thriller,180819611.0
17654,Science Fiction,180819611.0
10528,Adventure,434028679.0
10528,Drama,434028679.0
10528,Action,434028679.0
10528,Comedy,434028679.0
10528,Thriller,434028679.0
19913,Comedy,53222734.0
19913,Drama,53222734.0
19913,Romance,53222734.0
8355,Animation,796686817.0
8355,Comedy,796686817.0
8355,Family,796686817.0
8355,Adventure,796686817.0
18785,Comedy,424270619.0
13183,Action,55258983.0
13183,Mystery,55258983.0
13183,Science Fiction,55258983.0
14161,Action,569653595.0
14161,Adventure,569653595.0
14161,Science Fiction,569653595.0
12244,Action,18428063.0
12244,Adventure,18428063.0
12244,Animation,18428063.0
12244,Science Fiction,18428063.0
12244,Thriller,18428063.0
13448,Thriller,206613439.0
13448,Mystery,206613439.0
10198,Romance,162045765.0
10198,Family,162045765.0
10198,Animation,162045765.0
10198,Music,162045765.0
22881,Drama,280208309.0
19908,Comedy,78791382.0
19908,Horror,78791382.0
18239,Adventure,659827462.0
18239,Fantasy,659827462.0
18239,Drama,659827462.0
18239,Romance,659827462.0
10184,Comedy,137259441.0
10184,Romance,137259441.0
10184,Drama,137259441.0
14869,Adventure,127469017.0
14869,Action,127469017.0
14869,Thriller,127469017.0
14869,Science Fiction,127469017.0
18240,Comedy,277375031.0
18240,Romance,277375031.0
18240,Drama,277375031.0
20943,Comedy,167298907.0
20943,Romance,167298907.0
22794,Animation,142988466.0
22794,Comedy,142988466.0
22794,Family,142988466.0
10315,Adventure,6471023.0
10315,Animation,6471023.0
10315,Comedy,6471023.0
10315,Family,6471023.0
14836,Animation,64596398.0
14836,Family,64596398.0
18360,Adventure,263106170.0
18360,Fantasy,263106170.0
18360,Action,263106170.0
18360,Comedy,263106170.0
18360,Family,263106170.0
16996,Comedy,116267476.0
17979,Animation,125233863.0
17979,Drama,125233863.0
7980,Fantasy,28525586.0
7980,Drama,28525586.0
14560,Action,157293131.0
14560,Adventure,157293131.0
14560,Comedy,157293131.0
14560,Family,157293131.0
28178,Drama,31801389.0
28178,Family,31801389.0
22803,Drama,73690726.0
22803,Crime,73690726.0
22803,Thriller,73690726.0
22825,Thriller,3333531.0
22825,Science Fiction,3333531.0
15092,Action,14560577.0
15092,Thriller,14560577.0
15092,Crime,14560577.0
19898,Action,-12354673.0
19898,Horror,-12354673.0
19898,Mystery,-12354673.0
19898,Science Fiction,-12354673.0
19898,Thriller,-12354673.0
16871,Horror,60842646.0
16871,Thriller,60842646.0
13811,Action,105446362.0
13811,Adventure,105446362.0
13811,Drama,105446362.0
13811,Mystery,105446362.0
13811,Science Fiction,105446362.0
17431,Science Fiction,4760104.0
17431,Drama,4760104.0
19585,Fantasy,142817841.0
19585,Action,142817841.0
19585,Adventure,142817841.0
19585,Family,142817841.0
19585,Comedy,142817841.0
18487,Thriller,50166126.0
18487,Drama,50166126.0
18487,Crime,50166126.0
23082,Comedy,13412793.0
23082,Romance,13412793.0
23082,Fantasy,13412793.0
20048,Comedy,68332743.0
20048,Romance,68332743.0
18501,Action,-9171460.0
18501,Thriller,-9171460.0
18501,Science Fiction,-9171460.0
31011,Science Fiction,-43452791.0
31011,Drama,-43452791.0
31011,Romance,-43452791.0
31011,Fantasy,-43452791.0
19899,Comedy,101844840.0
19899,Romance,101844840.0
7445,Drama,17318349.0
7445,Thriller,17318349.0
7445,War,17318349.0
20766,Adventure,-4364695.0
20766,Drama,-4364695.0
15512,Animation,206509870.0
15512,Family,206509870.0
15512,Adventure,206509870.0
15512,Science Fiction,206509870.0
24469,Drama,-642148.0
24803,Romance,89540499.0
24803,Drama,89540499.0
28211,Drama,-6540542.0
28211,Thriller,-6540542.0
28211,Mystery,-6540542.0
11322,History,134104620.0
11322,Crime,134104620.0
11322,Drama,134104620.0
19994,Comedy,15556061.0
19994,Horror,15556061.0
21208,Horror,21596251.0
21208,Thriller,21596251.0
21208,Mystery,21596251.0
23706,Comedy,25105542.0
19912,Horror,146167139.0
19912,Mystery,146167139.0
23398,Comedy,368140005.0
23398,Family,368140005.0
23398,Animation,368140005.0
23398,Fantasy,368140005.0
23398,Music,368140005.0
36419,Drama,-893605.0
36419,Horror,-893605.0
36419,Mystery,-893605.0
36419,Thriller,-893605.0
10521,Comedy,84663461.0
25793,Drama,53647833.0
16995,Action,27784194.0
