id,production_companies,Movie_profit
22821,Stage 6 Films,2629321.0
11699,Saturn Films,-14410898.0
11699,Nu Image Films,-14410898.0
11699,Edward R. Pressman Film,-14410898.0
11699,Millennium Films,-14410898.0
11699,Polsky Films,-14410898.0
8054,Infinity Features Entertainment,31808775.0
8054,Davis-Films,31808775.0
8054,TÃ©lÃ©film Canada,31808775.0
8054,The Movie Network,31808775.0
8054,Canadian Film or Video Production Tax Credit (CPTC),31808775.0
18476,Mandate Pictures,-18982599.0
18476,Platinum Dunes,-18982599.0
18476,Radar Pictures,-18982599.0
4597,Screen Gems,2942221.0
4597,Stars Road Entertainment,2942221.0
4597,Farah Films & Management,2942221.0
4597,Buckaroo Entertainment,2942221.0
24418,Universal Pictures,-11830329.0
12834,Nu Image Films,-8014883.0
12834,Grand Army Entertainment,-8014883.0
12834,Class 5 Films,-8014883.0
12834,Millennium Films,-8014883.0
12834,Langley Films,-8014883.0
24684,BBC Films,18596852.0
20829,Columbia Pictures,-13541018.0
20829,Universal Pictures,-13541018.0
20829,Happy Madison Productions,-13541018.0
20829,Relativity Media,-13541018.0
20829,Apatow Productions,-13541018.0
22947,Paramount Pictures,138670000.0
16577,The Weinstein Company,-20908933.0
16577,Summit Entertainment,-20908933.0
16577,Tezuka Production Company Ltd.,-20908933.0
16577,Imagi Animation Studios,-20908933.0
4959,Studio Babelsberg,10161391.0
4959,Atlas Entertainment,10161391.0
4959,Mosaic Media Group,10161391.0
4959,X-Filme Creative Pool,10161391.0
28510,Foresight Unlimited,-13124614.0
28510,Baumgarten Management and Productions (BMP),-13124614.0
28510,Signature Entertainment,-13124614.0
28510,Unisol 3 Distribution,-13124614.0
13804,Universal Pictures,278164265.0
13804,Original Film,278164265.0
13804,One Race Productions,278164265.0
13804,Dentsu Inc.,278164265.0
13804,Relativity Media,278164265.0
22074,The Weinstein Company,-2563491.0
22074,Paramount Vantage,-2563491.0
24150,Dimension Films,24421467.0
24150,Spectacle Entertainment Group,24421467.0
24150,Trancas International Films,24421467.0
18126,Walt Disney Pictures,120545279.0
18126,It's a Laugh Productions,120545279.0
18126,Millar Gough Ink,120545279.0
15357,Sofica Europacorp,-6213625.0
15357,Canal+,-6213625.0
15357,CinÃ©CinÃ©ma,-6213625.0
15357,EuropaCorp,-6213625.0
15357,TF1 International,-6213625.0
20856,Twentieth Century Fox Film Corporation,12881056.0
20856,Regency Enterprises,12881056.0
20856,Josephson Entertainment,12881056.0
20856,New Upstairs Productions,12881056.0
20856,Upstairs Canada Productions,12881056.0
21407,Fortress Features,6044018.0
21407,LD Entertainment,6044018.0
21407,Imaginarium Entertainment Group,6044018.0
31723,Gato Negro Films,-2981903.0
22824,Universal Pictures,32333295.0
22824,Saga Film,32333295.0
22824,Focus Films,32333295.0
22824,Gold Circle Films,32333295.0
22824,Chambara Pictures,32333295.0
36691,Smartest Man Productions,-9975218.0
36691,Millennium Films,-9975218.0
36691,Paul Schiff Productions,-9975218.0
38542,Isle of Man Film,67714.0
38542,CinemaNX,67714.0
16558,Universal Pictures,-18146652.0
16558,Laura Bickford Productions,-18146652.0
16558,Relativity Media,-18146652.0
16558,Medienproduktion Poseidon Filmgesellschaft,-18146652.0
29963,BBC Films,-4059945.0
29963,PathÃ© Renn Productions,-4059945.0
29963,UK Film Council,-4059945.0
29963,Screen Australia,-4059945.0
29963,Australian Film Finance Corporation (AFFC),-4059945.0
16614,Miramax Films,7664377.0
16614,Sidney Kimmel Entertainment,7664377.0
16614,This Is That Productions,7664377.0
12569,Miramax Films,2848783.0
34769,Alliance Films,-3455538.0
34769,Darius Films,-3455538.0
34769,Insight Film Releasing,-3455538.0
10197,The Weinstein Company,-26174485.0
10197,Relativity Media,-26174485.0
28089,Oscilloscope Laboratories,-4978739.0
19255,Big Beach Productions,-2100583.0
19255,Neal Street Productions,-2100583.0
23049,Fox Searchlight Pictures,3455276.0
23049,26 Films,3455276.0
10024,Mark Johnson Productions,65714875.0
10024,Gran Via Productions,65714875.0
10024,Curmudgeon Films,65714875.0
17332,DreamWorks,-28279842.0
13207,New Line Cinema,72379051.0
15577,"Kennedy/Marshall Company, The",-23962665.0
15577,Movie Prose,-23962665.0
15577,C.O. Films,-23962665.0
25941,HanWay Films,3029747.0
25941,UK Film Council,3029747.0
25941,Marv Films,3029747.0
19959,Touchstone Pictures,42444772.0
19959,Mandeville Films,42444772.0
19959,Wintergreen Productions,42444772.0
19959,Top Shelf Productions,42444772.0
15268,Twentieth Century Fox Film Corporation,-37235799.0
15268,Hyde Park Films,-37235799.0
15189,DreamWorks SKG,38034460.0
15189,Nickelodeon Movies,38034460.0
17335,Sony Pictures,53830340.0
11928,American Zoetrope,-14886779.0
11928,BIM Distribuzione,-14886779.0
11928,Tornasol Films,-14886779.0
11928,Zoetrope Argentina,-14886779.0
22798,Mandate Pictures,1633035.0
22798,Vincent Pictures,1633035.0
32985,Davis-Films,-37190000.0
32985,Czech Anglo Productions,-37190000.0
32985,Wandering Star Pictures,-37190000.0
29426,Devonshire Productions,-3856809.0
29426,Artfire Films,-3856809.0
29426,New Romero,-3856809.0
29426,Sudden Storm Productions,-3856809.0
29426,Blank of the Dead Productions,-3856809.0
2080,Ingenious Film Partners,191131793.0
2080,Twentieth Century Fox Film Corporation,191131793.0
2080,Donners' Company,191131793.0
2080,Dune Entertainment,191131793.0
2080,Seed Productions,191131793.0
17532,Adam Fields Productions,100000.0
24804,Destination Films,-2603443.0
24804,Six Point Harness,-2603443.0
24804,Ars Nova,-2603443.0
24804,Goliath Entertainment,-2603443.0
28053,Lucky Monkey Pictures,670712.0
28053,CineSon Entertainment,670712.0
28053,Filmsmith Productions,670712.0
28053,Medici Entertainment,670712.0
28053,Gremi Film Production,670712.0
8915,Fox Searchlight Pictures,-20741481.0
8915,AE Electra Productions,-20741481.0
8915,Avalon Pictures,-20741481.0
25137,Aramid Entertainment Fund,-20611437.0
25137,Autonomous Films,-20611437.0
25137,RKO Pictures,-20611437.0
25137,Foresight Unlimited,-20611437.0
25137,Signature Entertainment,-20611437.0
14536,Lionsgate,21010817.0
14536,Edmonds Entertainment Group (EEG),21010817.0
14536,Epidemic Pictures,21010817.0
14536,The Safran Company,21010817.0
14536,Gold Circle Films,21010817.0
12404,Isle of Man Film,-22663828.0
12404,Freestyle Releasing,-22663828.0
12404,CinemaNX,-22663828.0
25132,Warner Bros. Pictures,-11027492.0
26688,Summit Entertainment,14706120.0
26688,Karz Entertainment,14706120.0
22215,PathÃ© Renn Productions,-13633773.0
22215,UK Film Council,-13633773.0
22215,Aramid Entertainment Fund,-13633773.0
22215,Canal+,-13633773.0
22215,Bill Kenwright Films,-13633773.0
41479,Echo Lake Productions,-2977272.0
41479,Premiere Picture,-2977272.0
17927,Screen Gems,-1400898.0
17927,"Moving Pictures, DPI",-1400898.0
22717,Sahara One Motion Pictures,59.0
20178,Magnolia Pictures,-9704250.0
20178,Jerkschool Productions,-9704250.0
17680,2929 Productions,-692038.0
17680,Magnolia Pictures,-692038.0
17680,Extension 765,-692038.0
25704,Dune Entertainment,-8594755.0
25704,Cold Spring Pictures,-8594755.0
25704,The Montecito Picture Company,-8594755.0
25704,Fox Atomic,-8594755.0
25196,Fox Searchlight Pictures,32462438.0
25196,Butcher's Run Films,32462438.0
25196,Informant Media,32462438.0
38850,Capitol Films,-1992694.0
38850,Boy in the Box,-1992694.0
38850,2 Bridges Productions,-1992694.0
38850,A2 Entertainment Group,-1992694.0
21033,Kojo Pictures,-1444000.0
24438,Columbia Pictures,27280250.0
24438,Castle Rock Entertainment,27280250.0
24438,Relativity Media,27280250.0
24438,Banter,27280250.0
1977,Ghost House Pictures,33610009.0
1977,Ozla Pictures,33610009.0
1977,Stage 6 Films,33610009.0
29150,Big Fan Productions,-17268.0
33870,Great Scott Productions Pty. Ltd.,-4280549.0
27205,Legendary Pictures,665500000.0
27205,Warner Bros.,665500000.0
27205,Syncopy,665500000.0
10138,Marvel Studios,423933331.0
12155,Walt Disney Pictures,825467110.0
12155,Team Todd,825467110.0
12155,Tim Burton Productions,825467110.0
12155,Roth Films,825467110.0
12155,"Zanuck Company, The",825467110.0
44214,Fox Searchlight Pictures,314803731.0
44214,Dune Entertainment,314803731.0
44214,Protozoa Pictures,314803731.0
44214,Cross Creek Pictures,314803731.0
12444,Warner Bros.,704305868.0
12444,Heyday Films,704305868.0
20352,Universal Pictures,474513985.0
20352,Illumination Entertainment,474513985.0
27578,Millennium Films,194470394.0
10191,DreamWorks Animation,329878759.0
10191,Vertigo Entertainment,329878759.0
10191,Mad Hatter Entertainment,329878759.0
11324,Paramount Pictures,214804195.0
11324,Appian Way,214804195.0
11324,Phoenix Pictures,214804195.0
11324,Sikelia Productions,214804195.0
20526,Walt Disney Pictures,230062763.0
20526,LivePlanet,230062763.0
20526,Prana Studios,230062763.0
20526,Sean Bailey Productions,230062763.0
20526,Revolution Sun Studios,230062763.0
38757,Walt Disney Pictures,331794936.0
38757,Walt Disney Animation Studios,331794936.0
10193,Walt Disney Pictures,863171911.0
10193,Pixar Animation Studios,863171911.0
27576,Columbia Pictures,183329073.0
27576,Di Bonaventura Pictures,183329073.0
27576,Relativity Media,183329073.0
27576,Wintergreen Productions,183329073.0
44115,Fox Searchlight Pictures,17692920.0
44115,Dune Entertainment,17692920.0
44115,Darlow Smithson Productions,17692920.0
44115,Warner Bros.,17692920.0
44115,Cloud Eight Films,17692920.0
37735,Screen Gems,66952305.0
37735,Olive Bridge Entertainment,66952305.0
10140,Dune Entertainment,260686217.0
10140,Fox 2000 Pictures,260686217.0
10140,Walden Media,260686217.0
23483,Lions Gate,68188903.0
37710,Spyglass Entertainment,178346189.0
37710,Peninsula Films,178346189.0
37710,StudioCanal,178346189.0
37710,GK Films,178346189.0
37710,Italian Tax Credit,178346189.0
9543,Walt Disney Pictures,185154643.0
9543,Jerry Bruckheimer Films,185154643.0
20662,Imagine Entertainment,110669540.0
20662,Universal Pictures,110669540.0
20662,Scott Free Productions,110669540.0
20662,Relativity Media,110669540.0
44264,Paramount Pictures,214276927.0
44264,Scott Rudin Productions,214276927.0
44264,Mike Zoss Productions,214276927.0
44264,Skydance Productions,214276927.0
18823,The Zanuck Company,107713139.0
18823,Legendary Pictures,107713139.0
18823,Thunder Road Pictures,107713139.0
18823,Warner Bros.,107713139.0
18823,Moving Picture Company (MPC),107713139.0
27022,Walt Disney Pictures,65283742.0
27022,Jerry Bruckheimer Films,65283742.0
27022,Saturn Films,65283742.0
27022,Broken Road Productions,65283742.0
27022,Junction Entertainment,65283742.0
37799,Columbia Pictures,184920315.0
37799,Scott Rudin Productions,184920315.0
37799,Relativity Media,184920315.0
22538,Universal Pictures,-12335441.0
22538,Marc Platt Productions,-12335441.0
39451,Paramount Pictures,210650585.0
39451,Universal Pictures,210650585.0
39451,Everyman Pictures,210650585.0
39451,Relativity Media,210650585.0
39451,Dreamworks Pictures,210650585.0
34851,Twentieth Century Fox Film Corporation,86248813.0
34851,Davis Entertainment,86248813.0
34851,Dune Entertainment III,86248813.0
34851,Troublemaker Studios,86248813.0
32657,Ingenious Film Partners,131497209.0
32657,1492 Pictures,131497209.0
32657,Dune Entertainment,131497209.0
32657,Fox 2000 Pictures,131497209.0
32657,Sunswept Entertainment,131497209.0
44048,Twentieth Century Fox Film Corporation,67805466.0
44048,Scott Free Productions,67805466.0
44048,Firm Films,67805466.0
44048,Prospect Park,67805466.0
44048,Millbrook Farm Productions,67805466.0
10192,DreamWorks Animation,587600867.0
22971,Screen Gems,89977104.0
34544,20th Century Fox,67238796.0
39514,DC Comics,13664962.0
39514,Di Bonaventura Pictures,13664962.0
39514,Summit Entertainment,13664962.0
39514,DC Entertainment,13664962.0
23631,Dune Entertainment,11327899.0
23631,Dune Entertainment III,11327899.0
23631,Troublemaker Studios,11327899.0
23631,Overnight Films,11327899.0
38365,Columbia Pictures,191430189.0
38365,Happy Madison Productions,191430189.0
38365,Relativity Media,191430189.0
20504,Alcon Entertainment,77107755.0
20504,Silver Pictures,77107755.0
35056,Twentieth Century Fox Film Corporation,97263880.0
35056,Dune Entertainment,97263880.0
35056,21 Laps Entertainment,97263880.0
23168,Legendary Pictures,117026136.0
23168,GK Films,117026136.0
23168,Thunder Road Pictures,117026136.0
23168,Warner Bros.,117026136.0
24021,Summit Entertainment,630491347.0
24021,Maverick Films,630491347.0
24021,Imprint Entertainment,630491347.0
24021,Sunswept Entertainment,630491347.0
24021,Temple Hill Entertainment,630491347.0
38055,DreamWorks Animation,191885765.0
10196,Paramount Pictures,168502923.0
10196,Nickelodeon Movies,168502923.0
10196,"Kennedy/Marshall Company, The",168502923.0
10196,Industrial Light & Magic (ILM),168502923.0
10196,Blinding Edge Pictures,168502923.0
27581,Columbia Pictures,70432927.0
27581,Gary Sanchez Productions,70432927.0
49018,Alliance Films,95509150.0
49018,IM Global,95509150.0
49018,Stage 6 Films,95509150.0
49018,Haunted Movies,95509150.0
41233,Summit Entertainment,129291809.0
41233,Touchstone Pictures,129291809.0
45269,The Weinstein Company,399211549.0
45269,UK Film Council,399211549.0
45269,Bedlam Productions,399211549.0
45269,See-Saw Films,399211549.0
45269,Aegis Film Fund,399211549.0
43347,Bedford Falls Productions,72820008.0
43347,Dune Entertainment,72820008.0
43347,Regency Enterprises,72820008.0
43347,Fox 2000 Pictures,72820008.0
43347,Stuber Productions,72820008.0
49009,Polish Film Institute,-9651751.0
49009,Imagenation Abu Dhabi FZ,-9651751.0
49009,Exclusive Films,-9651751.0
49009,Monolith Films,-9651751.0
49009,On the Road,-9651751.0
31867,Universal Pictures,-13590109.0
31867,Stuber Productions,-13590109.0
31867,Dentsu,-13590109.0
31867,Relativity Media,-13590109.0
23830,Gaumont,644937.0
23830,Nick Wechsler Productions,644937.0
23830,Star Entertainment,644937.0
37834,Tree Line Films,144930431.0
37834,Twentieth Century Fox Film Corporation,144930431.0
37834,Dune Entertainment,144930431.0
37834,Regency Enterprises,144930431.0
37834,Pink Machine,144930431.0
38167,Columbia Pictures,144594016.0
38167,Red Om Films,144594016.0
38167,Plan B Entertainment,144594016.0
46705,Hunting Lane Films,11355734.0
46705,Silverwood Films,11355734.0
46705,Incentive Filmed Entertainment,11355734.0
46705,Chrysler Corporation,11355734.0
46705,Shade Pictures,11355734.0
27573,Columbia Pictures,96000000.0
27573,Original Film,96000000.0
27573,Relativity Media,96000000.0
27573,Madhouse Entertainment,96000000.0
25195,Universal Pictures,10922472.0
25195,Spyglass Entertainment,10922472.0
25195,Octagon Films,10922472.0
25195,BenderSpink,10922472.0
25195,Birnbaum/Barber,10922472.0
22972,Universal Pictures,-5117111.0
22972,StudioCanal,-5117111.0
22972,Dentsu,-5117111.0
22972,Relativity Media,-5117111.0
22972,Working Title Films,-5117111.0
38745,Twentieth Century Fox Film Corporation,125382724.0
38745,Dune Entertainment,125382724.0
38745,Davis Entertainment,125382724.0
38745,Dune Entertainment III,125382724.0
34806,Escape Artists,42477008.0
34806,CBS Films,42477008.0
37950,Universal Pictures,4190704.0
37950,Marc Platt Productions,4190704.0
37950,Relativity Media,4190704.0
41210,Mandate Pictures,30830607.0
41210,Bona Fide Productions,30830607.0
41210,Echo Films,30830607.0
27586,River Road Entertainment,-7004189.0
27586,Road Rebel,-7004189.0
27586,Linson Entertainment,-7004189.0
32856,New Line Cinema,164485654.0
32856,Karz Entertainment,164485654.0
32856,Rice Films,164485654.0
46261,Miramax Films,11993168.0
46261,Gran Via Productions,11993168.0
46261,FilmDistrict,11993168.0
46261,Necropia,11993168.0
46261,Tequila Gang,11993168.0
41439,Lionsgate,116150434.0
41439,Twisted Pictures,116150434.0
41439,Serendipity Productions,116150434.0
38575,Columbia Pictures,317852395.0
38575,Jerry Weintraub Productions,317852395.0
38575,China Film Group,317852395.0
38575,Overbrook Entertainment,317852395.0
41733,Legendary Pictures,146780824.0
41733,Green Hat Films,146780824.0
41733,Warner Bros.,146780824.0
44147,Matador Pictures,-4546957.0
44147,Isle of Man Film,-4546957.0
44147,Magic Light Pictures,-4546957.0
44147,CinemaNX,-4546957.0
44147,Cinema Four,-4546957.0
26389,ApipoulaÃ¯,615806.0
26389,M6 Films,615806.0
26389,Canal+,615806.0
26389,TPS Star,615806.0
26389,Grive Productions,615806.0
11439,Studio Babelsberg,15222298.0
11439,Runteam Ltd.,15222298.0
11439,R.P. Productions,15222298.0
11439,France 2 CinÃ©ma,15222298.0
43923,Focus Features,-1508760.0
43539,Lionsgate,21148651.0
43539,FidÃ©litÃ© Films,21148651.0
43539,Hwy61,21148651.0
23437,New Line Cinema,80664037.0
23437,Platinum Dunes,80664037.0
34813,DC Comics,-1420000.0
34813,Weed Road Pictures,-1420000.0
34813,Dark Castle Entertainment,-1420000.0
34813,Warner Bros.,-1420000.0
34813,DC Entertainment,-1420000.0
45317,Paramount Pictures,-15809131.0
32823,Universal Pictures,50029656.0
32823,Spyglass Entertainment,50029656.0
32823,Relativity Media,50029656.0
32823,Apatow Productions,50029656.0
20533,Warner Bros.,-36461000.0
40264,20th Century Fox,60547866.0
40264,Regency Enterprises,60547866.0
44639,Sony Pictures Classics,5871522.0
44639,Sony Pictures Home Entertainment,5871522.0
37821,Katalyst Films,23159963.0
37821,Lionsgate,23159963.0
37821,Aversano Films,23159963.0
22894,Bold Films,41918658.0
37786,New Line Cinema,188347692.0
37786,Village Roadshow Pictures,188347692.0
37786,Home Box Office (HBO),188347692.0
37786,HBO Films,188347692.0
38303,Oops Doughnuts Productions,12005248.0
38303,Touchstone Pictures,12005248.0
38303,Frontier Pictures,12005248.0
35019,Universal Pictures,58246388.0
35019,Three Strange Angels,58246388.0
35019,Studio Canal,58246388.0
35019,Relativity Media,58246388.0
35019,Working Title Films,58246388.0
23048,United Artists,28572262.0
23048,Metro-Goldwyn-Mayer (MGM),28572262.0
23048,New Crime Productions,28572262.0
41402,Hammer Film Productions,4145613.0
41402,EFTI,4145613.0
41402,Exclusive Media Group,4145613.0
41402,Overture Films,4145613.0
43949,Castle Rock Entertainment,-12244788.0
41216,Village Roadshow Pictures,60073390.0
41216,Warner Bros.,60073390.0
41216,Animal Logic,60073390.0
41216,Cruel and Unusual Films,60073390.0
22907,Rainforest Films,37055695.0
42297,Bedford Falls Productions,34519773.0
44129,Spring Creek Productions,-10117423.0
44129,Battle Mountain Films,-10117423.0
38073,New Line Cinema,10045846.0
38073,Offspring Entertainment,10045846.0
41283,Castle Rock Entertainment,-918274.0
41283,TriStar Pictures,-918274.0
41283,State Street Pictures,-918274.0
41283,CBS Films,-918274.0
41436,Paramount Pictures,174512032.0
41436,Blumhouse Productions,174512032.0
41436,Solana Films,174512032.0
42188,Fox Searchlight Pictures,-5544768.0
42188,DNA Films,-5544768.0
42188,Film4,-5544768.0
27579,This Is That Productions,45464324.0
27579,Focus Features,45464324.0
27579,Twins Financing,45464324.0
27579,Smokehouse Pictures,45464324.0
27579,Greenlit Rights,45464324.0
23742,Warner Bros.,25583804.0
43933,Vertigo Entertainment,3742978.0
38408,Josephson Entertainment,67610124.0
38408,Gold Circle Films,67610124.0
38408,Village Roadshow Pictures Asia,67610124.0
23759,PathÃ© Pictures International,-5185211.0
23759,UK Film Council,-5185211.0
23759,Celador Films,-5185211.0
23759,Canal+,-5185211.0
23759,Warner Bros.,-5185211.0
55347,Olympus Pictures,2132926.0
41505,NALA Films,-21148483.0
41505,IM Global,-21148483.0
41505,Maraci/Edelstein Films,-21148483.0
41505,Shelter Productions,-21148483.0
44113,Stone Productions,-12520282.0
44113,Mimran Schur Pictures,-12520282.0
33217,Color Force,60700498.0
43947,Anchor Bay Films,-1427191.0
43947,Cinetel Films,-1427191.0
43947,Family of the Year Productions,-1427191.0
43593,The Weinstein Company,59188165.0
43593,Atmosphere Entertainment MM,59188165.0
43593,Chako Film Company,59188165.0
43593,Dimension Films,59188165.0
43593,Intellectual Properties Worldwide,59188165.0
38357,Bad Robot,18785180.0
38357,Goldcrest Pictures,18785180.0
45094,Oceana Media Finance,-5767020.0
45094,Pantheon Entertainment Corporation,-5767020.0
45094,Innocence Productions,-5767020.0
45094,Prescience,-5767020.0
45094,Omega Entertainment,-5767020.0
49852,Vnesheconombank,-73821041.0
49852,Nutcracker Holdings,-73821041.0
49852,HCC Media Group,-73821041.0
49852,Russian Roulette Ltd.,-73821041.0
38358,Strike Entertainment,65938090.0
38358,StudioCanal,65938090.0
38358,Arcade Pictures,65938090.0
23023,Dune Entertainment,64462508.0
23023,Dune Entertainment III,64462508.0
23023,Twentieth Century Fox,64462508.0
23023,Walden Media,64462508.0
23023,Mayhem Pictures,64462508.0
38363,River Road Entertainment,2188922.0
38363,Participant Media,2188922.0
45657,North by Northwest Entertainment,-9501026.0
45657,Premiere Picture,-9501026.0
45657,A Bigger Boat,-9501026.0
45657,FilmNation Entertainment,-9501026.0
45657,Echo Lake Entertainment,-9501026.0
26388,Studio 37,17164830.0
26388,Versus Entertainment,17164830.0
26388,The Safran Company,17164830.0
26388,Dark Trick Films,17164830.0
38778,Paramount Pictures,17387857.0
38778,DreamWorks SKG,17387857.0
38778,Spyglass Entertainment,17387857.0
38778,Everyman Pictures,17387857.0
38778,Reliance BIG Entertainment,17387857.0
39781,Mandalay Vision,30705850.0
39781,10th Hole Productions,30705850.0
39781,Gilbert Films,30705850.0
39781,Focus Features,30705850.0
39781,Saint Aire Production,30705850.0
42684,Rogue Pictures,56821036.0
42684,Relativity Media,56821036.0
42684,Hydraulx,56821036.0
42684,Rat Entertainment,56821036.0
42684,Transmission Pictures,56821036.0
48289,Miramax Films,25636368.0
48289,Marv Films,25636368.0
48289,Pioneer Pictures,25636368.0
39013,Anonymous Content,11831503.0
39013,Winter's Bone Productions,11831503.0
27004,Immortal Thoughts,-6953512.0
27004,Three Good Men,-6953512.0
39691,Village Roadshow Pictures,27483764.0
37931,Relativity Media,-3890000.0
42888,Columbia Pictures,-71331093.0
42888,Gracie Films,-71331093.0
42888,Road Rebel,-71331093.0
45649,Canal+,-401983.0
45649,Backup Films,-401983.0
45649,Arte France,-401983.0
45649,Arte France CinÃ©ma,-401983.0
45649,Elle Driver,-401983.0
23172,Robert Simonds Productions,17236543.0
23172,Relativity Media,17236543.0
23172,Spy Next Door,17236543.0
34016,DreamWorks SKG,29779728.0
34016,Mosaic,29779728.0
53172,Company Films,-11795060.0
53172,Moving Pictures Film and Television,-11795060.0
48838,GK Films,-20355892.0
48838,Henceforth,-20355892.0
48838,Projection Pictures,-20355892.0
48838,London Boulevard,-20355892.0
44603,Amblin Entertainment,55197635.0
44603,Malpaso Productions,55197635.0
44603,Warner Bros.,55197635.0
44603,"Kennedy/Marshall Company, The",55197635.0
43931,Relativity Media,-5170043.0
43931,Rogue,-5170043.0
42194,Namco,-29033000.0
42194,Light Song Films,-29033000.0
60309,Wildwood Enterprises,-9521200.0
60309,American Film Company,-9521200.0
34803,Parabolic Pictures,28050886.0
34803,Screen Gems,28050886.0
44835,DRO Entertainment,-6617054.0
44835,The Last Picture Company,-6617054.0
44835,CatchPlay,-6617054.0
44835,Corner Store Entertainment,-6617054.0
44835,Filmula,-6617054.0
44629,Porchlight Films,-4000000.0
38579,Twentieth Century Fox Film Corporation,33761844.0
33909,Twentieth Century Fox Film Corporation,64748021.0
33909,Dune Entertainment,64748021.0
33909,Dune Entertainment III,64748021.0
33909,Edward R. Pressman Film,64748021.0
43434,Egoli Tossell Film AG,-17128721.0
43434,Canal+,-17128721.0
43434,Arte France,-17128721.0
43434,Films en Stock,-17128721.0
44009,Film4,10124262.0
44009,Thin Man Films,10124262.0
45658,Birdsong Pictures,-2385227.0
45658,IM Global,-2385227.0
29427,Penn Station Entertainment,34956140.0
29427,Participant Media,34956140.0
29427,Imagenation Abu Dhabi FZ,34956140.0
29427,Overture Films,34956140.0
27585,Olympus Pictures,129058.0
12819,Lions Gate Family Entertainment,19300000.0
12819,Relativity Media,19300000.0
12819,Crest Animation Productions,19300000.0
41515,De Line Pictures,121584141.0
41515,Warner Bros. Animation,121584141.0
41515,Sunswept Entertainment,121584141.0
41515,Rhythm and Hues,121584141.0
41515,Picnic Basket,121584141.0
41592,BBC Films,12370930.0
41592,Vertigo Films,12370930.0
41592,Little Gaddesden Productions,12370930.0
45132,This Is That Productions,-2175862.0
45132,Ambush Entertainment,-2175862.0
45132,Crimson Bolt,-2175862.0
44638,Miramax Films,-19653406.0
44638,Touchstone Pictures,-19653406.0
45272,Maguire Entertainment,5529194.0
45272,Screen Gems,5529194.0
45272,Sony Pictures Home Entertainment,5529194.0
43930,Omnilab Media,-10495064.0
43930,Ambience Entertainment,-10495064.0
27569,Double Feature Films,-15865707.0
27569,CBS Films,-15865707.0
44040,Universal Pictures,23583175.0
44040,Media Rights Capital,23583175.0
44040,Night Chronicles,23583175.0
44040,Relativity Media,23583175.0
34563,Fox Searchlight Pictures,7409028.0
34563,Dune Entertainment,7409028.0
34563,Sneak Preview Entertainment,7409028.0
34563,Pointe Studios,7409028.0
31261,Microsoft,900000.0
46829,Serendipity Point Films,-21545699.0
12201,Icon Productions,-5098661.0
12201,BBC Films,-5098661.0
12201,GK Films,-5098661.0
12201,Warner Bros.,-5098661.0
44877,Unstoppable Entertainment,-3436033.0
44877,Atlantic Swiss Productions,-3436033.0
44877,Veneration Music,-3436033.0
44877,Retro-juice Productions,-3436033.0
70695,iDeal Partners Film Fund,-3944875.0
42296,Hit the Ground Running Films,3015943.0
35169,Summit Entertainment,4340177.0
35169,Robert Simonds Productions,4340177.0
35169,Participant Media,4340177.0
35169,Imagenation Abu Dhabi FZ,4340177.0
35169,Furry Vengeance Productions,4340177.0
45324,An Olive Branch Productions,-11416317.0
45324,Rollercoaster Entertainment,-11416317.0
45324,Vortex Words Pictures,-11416317.0
45324,Hannibal Pictures,-11416317.0
45324,Trigger Street Productions,-11416317.0
43919,ArieScope Pictures,-2447396.0
43919,Dark Sky Films,-2447396.0
43935,Hyde Park Films,-15365938.0
43935,platinum studios,-15365938.0
43935,Long Distance Films,-15365938.0
38568,RabbitBandini Productions,587000.0
38568,Werc Werk Works,587000.0
43942,Chad Troutwine Films,-2896265.0
43942,Green Film Company,-2896265.0
43942,Human Worldwide,-2896265.0
43942,Loki Films,-2896265.0
56601,HighRoad Entertainment,-8621007.0
56601,Prelude Pictures,-8621007.0
56601,Lone Runner Entertainment,-8621007.0
56601,Kenio Films,-8621007.0
56601,"Perfect Game, The",-8621007.0
52015,Glass Eye Pix,-616755.0
52015,Belladonna Productions,-616755.0
52015,Off Hollywood Pictures,-616755.0
46528,Boram Entertainment Inc.,-413912431.0
50204,Ealing Studios,-5650813.0
50204,Fragile Films,-5650813.0
50204,Quickfire Films,-5650813.0
50204,Prescience,-5650813.0
50204,Aegis Film Fund,-5650813.0
12645,26 Films,-9944911.0
37495,Film4,3302314.0
37495,Drafthouse Films,3302314.0
37495,Warp Films,3302314.0
37495,Wild Bunch Distribution,3302314.0
46689,O2 Filmes,-1312284.0
46689,Almega Projects,-1312284.0
47088,Wild Bunch,-6546921.0
47088,Likely Story,-6546921.0
47088,Tax Credit Finance,-6546921.0
47088,3 Arts Entertainment,-6546921.0
41556,10th Hole Productions,-4376180.0
41556,Benaroya Pictures,-4376180.0
41556,Four of a Kind Productions,-4376180.0
35688,Lions Gate Films,40072596.0
35688,The Tyler Perry Company,40072596.0
35791,Impact Pictures,236221663.0
35791,Davis-Films,236221663.0
35791,Constantin Film Produktion,236221663.0
43552,Plum Pictures,-8931318.0
43552,Herrick Entertainment,-8931318.0
43552,Mandalay Vision,-8931318.0
43552,Circle of Confusion,-8931318.0
43552,Forest Park Pictures,-8931318.0
49679,PVR Cinemas,-5000000.0
49679,Hari Om Entertainment Co.,-5000000.0
49679,Blockbuster Movie Entertainers,-5000000.0
39486,Walt Disney Pictures,25251371.0
39486,Fast Track Productions,25251371.0
