director,id,profit
Jon Amiel,1844,146404396.0
Ash Brannon,863,395015179.0
John Lasseter,863,395015179.0
Lee Unkrich,863,395015179.0
Gil Junger,4951,37478166.0
Roger Michell,509,321889678.0
Jay Roach,817,277940086.0
Kimberly Peirce,226,9540607.0
Michael Mann,9008,-29710088.0
Dean Parisot,926,45683916.0
Stanley Kubrick,345,97091208.0
Spike Jonze,492,9863596.0
Harold Ramis,9535,96885658.0
Rob Minkoff,10137,167135367.0
Phillip Noyce,9481,78493655.0
Barry Sonnenfeld,8487,52104681.0
John McTiernan,1911,-98301101.0
Peter Hyams,9946,111989043.0
Lasse HallstrÃ¶m,1715,64545092.0
Brad Bird,10386,-46840695.0
Renny Harlin,8914,13648228.0
Brian Helgeland,2112,71626121.0
Paul Abascal,2112,71626121.0
Garry Marshall,4806,239457509.0
Robert Iscove,10314,93166989.0
Bruce Beresford,10398,107841558.0
Troy Duffy,8374,-5969529.0
Mike Judge,1542,2827813.0
Sofia Coppola,1443,4409377.0
Chris Columbus,2277,-6300000.0
Daniel Myrick,2667,247975000.0
Eduardo SÃ¡nchez,2667,247975000.0
Roman Polanski,622,20401898.0
Norman Jewison,10400,23956241.0
Josef Rusnak,1090,2564088.0
Dennis Dugan,9032,200601895.0
Joel Schumacher,8224,56618699.0
Kevin Smith,1832,20652890.0
Jan de Bont,11618,11188905.0
Bronwen Hughes,1641,18888180.0
Hugh Wilson,11622,5263020.0
Luis Mandoki,10207,38880016.0
Simon West,2275,89705852.0
Rupert Wainwright,10307,21041732.0
David Koepp,11601,9133087.0
Paul Thomas Anderson,334,11451803.0
Gary Sinyor,2020,-14088383.0
John Bruno,9423,-60989310.0
Anthony Minghella,1213,88798265.0
Steve Miner,9825,29870414.0
Adam Rifkin,9781,-29782885.0
Kinka Usher,9824,-38237989.0
Don Hahn,49948,10874570.0
Eric Goldberg,49948,10874570.0
Francis Glebas,49948,10874570.0
GaÃ«tan Brizzi,49948,10874570.0
Hendel Butoy,49948,10874570.0
James Algar,49948,10874570.0
Paul Brizzi,49948,10874570.0
Pixote Hunt,49948,10874570.0
Doug Liman,9430,21951622.0
Raja Gosnell,11355,59565230.0
David O. Russell,6415,33000000.0
MiloÅ¡ Forman,1850,-34565570.0
Jonathan Kaplan,17707,-12000000.0
William Malone,11377,21846082.0
John McTiernan,913,76305181.0
Sydney Pollack,12618,10608570.0
David Cronenberg,1946,-12143288.0
Neil Jordan,20024,-12172184.0
Les Mayfield,11001,52758500.0
Katt Shea,7341,-3237295.0
James Toback,38809,-4758685.0
James Foley,9455,-9843800.0
Mic Rodgers,10366,-34332107.0
Hugh Johnson,2162,-58736034.0
Ted Demme,6522,-6654971.0
Wayne Wang,21349,-4346385.0
Rand Ravich,2900,-55401412.0
Donald Petrie,9849,-28149899.0
Steven Soderbergh,10388,-6806898.0
Alan Parker,10397,-12.0
Rob Reiner,12220,8900031.0
John Schultz,14429,9843379.0
Tim Hill,10208,-7709024.0
Oliver Parker,24137,4535191.0
Mike Mitchell,10402,48535067.0
Christian P. Della Penna,6552,-20847770.0
Rodman Flender,6552,-20847770.0
Oliver Stone,9563,45230832.0
Ulu Grosbard,30943,-9878900.0
Justin Kerrigan,11129,3400000.0
Michael Rymer,22314,7011454.0
Kevin Williamson,10342,-4053763.0
Michael Patrick Jann,10490,571408.0
Malcolm D. Lee,16162,25573780.0
Mark Tarlov,16172,-1601011.0
Wes Craven,26149,-12140606.0
Jay Roach,15198,-19111857.0
Scott Silver,16379,-36739950.0
Rick Famuyiwa,16158,19059640.0
Risa Bramon Garcia,15256,852450.0
Sam Weisman,8970,-46000000.0
Luc Besson,10047,6976317.0
Graham Baker,5470,-18468749.0
Ron Shelton,20761,-15565854.0
Mark Illsley,24066,243649.0
Ang Lee,22267,-37364904.0
Darren Stein,18892,76820.0
Andrew Fleming,16406,14500000.0
Richard Rich,47288,-13000000.0
Michael Corrente,14578,292175.0
Jim Fall,1812,1599595.0
Bob Clark,22345,24450736.0
Damien O'Donnell,10557,24400000.0
Jeff Pollack,39964,99.0
Franco Zeffirelli,10368,9001563.0
Peter Jackson,120,778368364.0
Chris Columbus,671,851475550.0
David Lynch,1018,5117339.0
Richard Kelly,141,-4729478.0
David Silverman,585,447816256.0
Lee Unkrich,585,447816256.0
Pete Docter,585,447816256.0
Steven Spielberg,644,135926552.0
Andrew Adamson,808,424409218.0
Vicky Jenson,808,424409218.0
Sharon Maguire,634,256929795.0
Steven Soderbergh,161,365717150.0
Michael Bay,676,309220945.0
Stephen Sommers,1734,335013274.0
Gary Trousdale,10865,66053725.0
Kirk Wise,10865,66053725.0
Simon West,1995,159703340.0
Ron Howard,453,253542341.0
J.B. Rogers,2770,257553595.0
Garry Marshall,9880,128335153.0
Baz Luhrmann,824,126713434.0
Tim Burton,869,262211740.0
Wes Anderson,9428,50441250.0
Ted Demme,4133,30282296.0
Jean-Jacques Annaud,853,26976270.0
Ridley Scott,855,80989651.0
Robert Luketic,8835,123774679.0
Brian Helgeland,9476,52487473.0
Ben Stiller,9398,32780981.0
Joel Gallen,11397,50468332.0
Keenen Ivory Wayans,4248,96220678.0
Brett Ratner,5175,257325802.0
Antoine Fuqua,2034,59876233.0
Alejandro AmenÃ¡bar,1933,192947037.0
John A. Davis,12589,55936232.0
Kevin Smith,2294,11788161.0
Peter Chelsom,9778,49516304.0
Lawrence Guterman,10992,33375151.0
Cameron Crowe,1903,135388341.0
Chris Nahon,2140,39437847.0
Tony Scott,1535,51049560.0
Dominic Sena,9705,45080413.0
Bobby Farrelly,9889,101069860.0
Peter Farrelly,9889,101069860.0
Peter Howitt,9989,-12167000.0
Hironobu Sakaguchi,2114,-51868170.0
Motonori Sakakibara,2114,-51868170.0
Michael Cristofer,2057,-6597680.0
Steve Carr,10808,106104344.0
John Moore,8007,51753202.0
Victor Salva,8922,49217789.0
Albert Hughes,768,39558115.0
Allen Hughes,768,39558115.0
Rod Lurie,2100,-44357293.0
Lee Tamahori,2043,45178561.0
Jay Chandrasekhar,39939,15492362.0
Adam Shankman,2018,59728529.0
Jerry Zucker,9896,37498534.0
Robert Altman,5279,67954044.0
James Isaac,11470,5000000.0
Gore Verbinski,6073,90845033.0
John Dahl,10866,13642838.0
Jessie Nelson,10950,18270895.0
Stephen Herek,12508,-40008098.0
Iain Softley,167,2315140.0
Gary Fleder,12103,50020092.0
Simon Wincer,9290,18288674.0
Bill Paxton,12149,2110448.0
Luis Mandoki,5852,-23300000.0
Scott Hicks,11313,-6814219.0
Daniel Sackheim,2176,-6380391.0
John Herzfeld,2749,-3640020.0
Brian Robbins,20857,8222729.0
Ivan Reitman,9397,18376292.0
Michael Mann,8489,-19286175.0
Brad Anderson,10972,-1126033.0
Frank Oz,11371,3069884.0
Marc Forster,1365,40909486.0
Dennie Gordon,10956,13287695.0
Andrzej Bartkowiak,10877,29958599.0
John Boorman,2575,7008462.0
Pat O'Connor,1921,25754228.0
Jesse Dylan,8386,19155435.0
Gregory Poirier,10646,12430766.0
Frank Darabont,11086,-34682442.0
Demian Lichtenstein,12138,-43279825.0
Richard Linklater,23949,390475.0
Farhan Akhtar,14752,2020000.0
John Carpenter,10016,-13989168.0
Dennis Dugan,10878,-2648431.0
Penny Marshall,11091,-12256692.0
Bobby Farrelly,12610,-61403089.0
Peter Farrelly,12610,-61403089.0
Mark Waters,24940,-3575530.0
Rob Cohen,9799,169283925.0
Michel Gondry,441,-5294692.0
Thomas Carter,9816,78038276.0
Robert Rodriguez,10054,112934180.0
Sean Penn,5955,-5600000.0
Barry Levinson,3172,-7368097.0
Luke Greenfield,11090,62772742.0
Brian Koppelman,7501,-3000000.0
David Levien,7501,-3000000.0
John Stockwell,10691,3929123.0
Renny Harlin,10477,-39255262.0
Brendan Malloy,14369,-9217324.0
Emmett Malloy,14369,-9217324.0
Les Mayfield,13496,-21321087.0
Ridley Scott,9740,264692268.0
Harold Becker,11456,-20750706.0
Chuck Sheetz,19405,34460850.0
Mike Tollin,26602,-14306109.0
David Wain,2171,-4704794.0
Henry Bean,4012,-1083075.0
Tim Hill,34549,5292381.0
Henry Selick,23685,-69590483.0
Nicole Holofcener,50035,3936931.0
Rob Pritts,17708,12978402.0
Joe Johnston,331,275780809.0
John Madden,1722,5112895.0
Charles Herman-Wurmfeld,15647,9013424.0
Peter Hyams,11370,-12946185.0
Peter Bogdanovich,35080,-3353006.0
Michael Cuesta,18734,967192.0
David Atkins,20794,-3974762.0
Francine McDougall,16723,2276953.0
Ernest R. Dickerson,11380,-2683342.0
DJ Pooh,13408,3229331.0
Dick Maas,19058,-14836831.0
Jon Favreau,15745,476060.0
John Singleton,16161,13381649.0
Christopher Nolan,155,816921825.0
Andrew Stanton,10681,341311860.0
Jon Favreau,1726,445174222.0
Pierre Morel,8681,201830568.0
Steven Spielberg,217,601636033.0
Catherine Hardwicke,8966,355616625.0
Marc Forster,10764,386090727.0
John Stevenson,9502,501744560.0
Mark Osborne,9502,501744560.0
Sean Anders,13523,-244064.0
Phyllida Lloyd,11631,557841637.0
David Fincher,4922,183932083.0
Rob Cohen,1735,256128639.0
Louis Leterrier,1724,13712074.0
Clint Eastwood,13223,236958228.0
Eric Darnell,10527,453900354.0
Tom McGrath,10527,453900354.0
Guillermo del Toro,11253,75388063.0
Doug Liman,8247,137231186.0
Eric Brevig,88751,56702060.0
Timur Bekmambetov,8909,183270008.0
Danny Boyle,12405,362910544.0
Loveleen Tandan,12405,362910544.0
Olivier Megaton,13387,78979549.0
Bryan Singer,2253,125276000.0
Roland Emmerich,7840,161000000.0
Peter Berg,8960,474029371.0
Kathryn Bigelow,12162,27000000.0
Tom Vaughan,9029,135000000.0
Andrew Adamson,2454,194651413.0
Ben Stiller,7446,96072649.0
D.J. Caruso,13027,98066569.0
Mark Herman,14574,7916563.0
Sylvester Stallone,7555,63244290.0
Paul W.S. Anderson,10483,28762516.0
Jon M. Chu,8328,127816700.0
Scott Derrickson,10200,153093859.0
Gabriele Muccino,11321,113167691.0
Matt Reeves,7191,145764026.0
Byron Howard,13053,159979994.0
Chris Williams,13053,159979994.0
Nicholas Stoller,9870,75173115.0
Baz Luhrmann,6972,-80445998.0
Peyton Reed,10201,155990978.0
David Frankel,14306,184082376.0
Ridley Scott,12113,43280098.0
Ethan Coen,4944,126720069.0
Joel Coen,4944,126720069.0
Anne Fletcher,6557,130259319.0
Iain Softley,2309,-2509626.0
Robert Luketic,8065,34823199.0
Roger Donaldson,8848,44822796.0
Adam McKay,12133,63107642.0
Andy Tennant,8676,41231041.0
Jeff Wadlow,8456,21627431.0
David Gordon Green,10189,74624843.0
Darren Aronofsky,12163,38703995.0
Adam Shankman,10202,132874442.0
Lexi Alexander,13056,-10410627.0
John Moore,13051,50416905.0
Alexandre Aja,13515,37436439.0
Pete Travis,7461,111161491.0
Kevin Smith,10358,18105111.0
Peter Segal,11665,150685453.0
David Wain,15373,64380927.0
Mathieu Kassovitz,9381,2108608.0
Martin McDonagh,8321,17002538.0
Clint Eastwood,3580,58020255.0
Mark Waters,8204,72839667.0
Hayden Schlossberg,13335,31493123.0
Jon Hurwitz,13335,31493123.0
David Ayer,1266,45569869.0
Peter Sollett,12182,23973937.0
Seth Gordon,12193,83733697.0
Robert C. Cooper,13001,1900000.0
Fred Wolf,12620,45442940.0
Dave Filoni,12180,59782844.0
David Hackl,11917,103057533.0
Marco Schnabel,12177,-20180936.0
Lana Wachowski,7459,-26054234.0
Lilly Wachowski,7459,-26054234.0
Woody Allen,5038,81408652.0
Jimmy Hayward,12222,212138014.0
Steve Martino,12222,212138014.0
Rob Minkoff,1729,72906624.0
Jon Avnet,13389,13174566.0
Brad Anderson,6687,-9073590.0
Jeffrey Nachmanoff,13291,1530831.0
Dennis Dugan,10661,111596308.0
Edward Zwick,13813,19155219.0
Gregory Hoblit,8090,-2516590.0
Bryan Bertino,10665,73391145.0
Gus Van Sant,10139,34586584.0
Howard McCain,10529,-42966317.0
Chris Carter,8836,38369434.0
John Patrick Shanley,14359,30907234.0
Gil Kenan,13600,-37130952.0
Paul Weiland,10761,44601681.0
Marcel Langenegger,13018,-7258702.0
Guy Ritchie,13809,7739015.0
David Moreau,9030,44309766.0
Xavier Palud,9030,44309766.0
Isabel Coixet,11671,1894347.0
Danny Pang,13184,-2512610.0
Oxide Pang Chun,13184,-2512610.0
Aaron Seltzer,7278,54646831.0
Jason Friedberg,7278,54646831.0
Kimberly Peirce,8988,-13792870.0
Fernando Meirelles,8338,-5155021.0
Frank Miller,8285,-20968663.0
Rod Lurie,14637,-11313298.0
Ed Harris,12690,211394.0
Gregor Jordan,17436,-17617826.0
M. Night Shyamalan,8645,103403799.0
Neil Marshall,13460,-7788574.0
GÃ¡bor CsupÃ³,18032,-4929670.0
Ari Folman,8885,9125849.0
Michael Patrick King,4564,350252786.0
Peter Cattaneo,10186,-6237110.0
Robert Stevenhagen,10199,-9122855.0
Sam Fell,10199,-9122855.0
Craig Mazin,11918,-9128166.0
Gina Prince-Bythewood,12837,27105395.0
Richard Eyre,17606,-13856144.0
Raja Gosnell,14405,129281606.0
Sam Mendes,4148,40225693.0
Christine Jeffs,13090,11174377.0
Panna Rittikrai,16353,436663.0
Tony Jaa,16353,436663.0
Gavin O'Connor,13150,1148328.0
S.R. Bindler,13827,-5930503.0
Michael McCullers,8780,33833449.0
Deb Hagan,13991,-769724.0
Julian Jarrold,12568,-6795709.0
Rian Johnson,21755,-14469236.0
Brian Robbins,11260,-9349921.0
John Erick Dowdle,13812,28855419.0
Dave Bullock,14011,1731128.0
James Gray,10362,-8851818.0
Rodrigo GarcÃ­a,13944,-23000000.0
Sanaa Hamri,10188,17352417.0
Gary Fleder,14325,-30206504.0
Jennifer Chambers Lynch,10900,-2384507.0
Diane English,13972,34007546.0
Chu Yen-ping,17108,12896728.0
Andrey Kravchuk,13506,36135878.0
Kirk De Micco,11802,26800345.0
Neil LaBute,13279,7640028.0
Ashutosh Gowariker,14073,4623200.0
Clark Gregg,13973,830137.0
Joshua Seftel,13191,-3703816.0
Jonathan Levine,13990,-3100025.0
Barry Levinson,8944,-18326578.0
Brett Simon,18176,-11430436.0
Aaron Seltzer,13805,-10890716.0
Jason Friedberg,13805,-10890716.0
Spike Lee,12412,-35676167.0
Howard Deutch,13596,16620508.0
CÃ©dric Klapisch,8279,4550000.0
RyÃ»hei Kitamura,10185,-11466773.0
Simon Hunter,13256,-5966835.0
Joshua Michael Stern,10187,-3400000.0
Oliver Stone,10523,4406464.0
Alex Kendrick,14438,32956317.0
Noam Murro,12890,3569964.0
Jennifer Flackett,10488,63076342.0
Mark Levin,10488,63076342.0
Anthony Leondis,14248,5000000.0
Robert B. Weide,13092,-9713701.0
Martin Koolhoven,16564,-3469952.0
Susan Montford,15749,-5608590.0
Malcolm D. Lee,13490,8650785.0
A.R. Murugadoss,14070,66900000.0
Joss Whedon,14301,-199997.0
Abbas Tyrewala,14467,8800000.0
Randall Miller,13996,-959412.0
Erick Zonca,7351,-4700000.0
Alex Rivera,20764,-2392441.0
Udayan Prasad,22556,-14683000.0
Josef Rusnak,23174,4500000.0
Nathan Frankowski,13359,4200000.0
Joe Johnston,1771,230569774.0
Nicolas Winding Refn,64690,61175166.0
David Yates,12445,1202817822.0
Rob Marshall,1865,641683000.0
Rupert Wyatt,61791,389860185.0
Kenneth Branagh,10195,294115007.0
Andrew Niccol,49530,133930596.0
Patrick Lussier,47327,-21068599.0
Simon West,27582,11070807.0
Duncan Jones,45612,115332697.0
Brad Bird,56292,549713380.0
Glenn Ficarra,50646,92851197.0
John Requa,50646,92851197.0
David Fincher,65754,142617430.0
Neil Burger,51876,134849455.0
Jennifer Yuh,49444,515692281.0
Dennis Dugan,50546,134918407.0
Seth Gordon,51540,82000000.0
Shawn Levy,39254,189268508.0
Will Gluck,50544,115483765.0
Jake Kasdan,52449,196197492.0
Guy Ritchie,58574,209615000.0
Brad Lewis,49013,359852396.0
John Lasseter,49013,359852396.0
Martin Campbell,44912,19851172.0
Todd Phillips,45243,174455986.0
Ivan Reitman,41630,122780440.0
Steven Spielberg,17578,241940071.0
Paul Feig,55721,255883523.0
Bobby Farrelly,48988,47160734.0
Peter Farrelly,48988,47160734.0
J.J. Abrams,37686,210095987.0
Zack Snyder,23629,7792502.0
Catherine Hardwicke,49730,47162162.0
Bill Condon,50619,602171856.0
Steve McQueen,76025,11193675.0
Mark Waters,58224,132361754.0
Terrence Malick,8967,22674226.0
D.J. Caruso,46529,94492830.0
Carlos Saldanha,46195,394635760.0
Michel Hazanavicius,74643,118432856.0
Frank Coraci,38317,89852759.0
Jon Favreau,49849,11822325.0
Steven Spielberg,57212,111584879.0
Jonathan Levine,40807,31187783.0
Gore Verbinski,44896,110724603.0
David Dobkin,49520,23450437.0
Martin Scorsese,44826,15770160.0
Brad Furman,50348,45412898.0
Brian Taylor,71676,92217355.0
Mark Neveldine,71676,92217355.0
Lone Scherfig,51828,44389433.0
Gary McKendry,49021,-8222894.0
Mikael HÃ¥fstrÃ¶m,48171,59047633.0
Don Hall,51162,-15540000.0
Stephen Anderson,51162,-15540000.0
Paul W.S. Anderson,52451,57274484.0
Phil Traill,58232,-6250543.0
Woody Allen,59436,121119219.0
Scott Stewart,38321,18309131.0
Jason Reitman,57157,10939027.0
Gavin O'Connor,59440,-1942885.0
John Singleton,59965,47087155.0
Jaume Collet-Serra,48138,100786397.0
George Nolfi,38050,77669379.0
Tarsem Singh,37958,151904017.0
Drake Doremus,60420,3292353.0
Tom Hanks,59861,6160375.0
Greg Mottola,39513,57552050.0
Olivier Megaton,62835,20965854.0
Jonathan Liebesman,44943,132466756.0
Steven Quale,55779,110887643.0
Marc Forster,45610,-27472096.0
Dennis Dugan,71880,70673788.0
Mark Mylod,63492,10426096.0
Dominic Sena,23047,48100000.0
Simon Curtis,75900,28657696.0
Cameron Crowe,74465,70081841.0
Chris Gorak,71469,34626786.0
Tate Taylor,50014,99272124.0
Joe Carnahan,75174,52278331.0
Bennett Miller,60308,60206216.0
Lynne Ramsay,71859,-961058.0
Christian E. Christiansen,49950,24492759.0
Chris Miller,417859,424987477.0
Michel Gondry,40805,107817248.0
Luke Greenfield,49022,24901913.0
Marcus Nispel,37430,-41204979.0
Oliver Parker,58233,115078586.0
Steven Soderbergh,39538,75458097.0
David Frankel,73937,-33551615.0
Daniel Barnz,38117,26165571.0
Todd Strauss-Schulson,55465,16387212.0
Matthijs van Heijningen Jr.,60935,-6871330.0
Brett Ratner,59108,77930623.0
Garry Marshall,62838,86044638.0
David Gordon Green,38319,-23778362.0
Gonzalo LÃ³pez-Gallego,50357,20562924.0
Craig Gillespie,58151,7922237.0
George Miller,65759,20406466.0
Wes Craven,41446,57138686.0
Simon Wells,50321,-111007242.0
Joe Cornish,59678,-10385849.0
David Bowers,60307,51417394.0
Stephen Daldry,64685,15247881.0
Mike Mitchell,55301,267695435.0
Jodie Foster,50780,-20029184.0
Rod Lurie,64639,-14675559.0
John Madden,74534,126836156.0
Raja Gosnell,41513,453749323.0
Joe Wright,50456,33782078.0
Stephan Elliott,85435,16539023.0
Rob Minkoff,62046,-1857846.0
J.C. Chandor,50839,16004039.0
Kelly Asbury,45772,153712432.0
Elliott Lester,55846,-15033073.0
Alexander Payne,65057,157243185.0
Tim Hill,50359,120953723.0
Bruce Robinson,23514,-21000000.0
John Michael McDonagh,67913,13560274.0
Jesse Peretz,59968,7273593.0
Matthew Chapman,63493,-9389014.0
Craig Brewer,68817,39543328.0
Joel Schumacher,70578,-26387531.0
Roman Polanski,72113,2603069.0
Mike Cahill,55420,1676935.0
George Clooney,10316,63493061.0
Michael Bay,38356,928746996.0
Ariel Schulman,72571,200703818.0
Henry Joost,72571,200703818.0
Ron Howard,44564,-2887336.0
Michael Dowse,50725,-12071932.0
Julian Gilbey,81390,21345000.0
James Bobin,64328,120184237.0
Robert Rodriguez,56288,58564310.0
David Schwimmer,44945,-9380000.0
Roger Donaldson,74998,-4644202.0
Jason Winer,49012,5735397.0
Kevin Macdonald,49494,2122040.0
David Gordon Green,57431,9942188.0
MichaÃ«l R. Roskam,63310,-1957930.0
Madonna,80591,-14131561.0
Ti West,58428,-671604.0
Gus Van Sant,47760,-7836735.0
Ralph Fiennes,101173,-6627398.0
Clint Eastwood,88794,49606030.0
Alister Grierson,48340,78609310.0
Douglas McGrath,70868,6551495.0
David Cronenberg,48231,12462041.0
Sean McNamara,43959,29088990.0
Ruben Fleischer,62206,12547440.0
Nick Murphy ,77949,-4588539.0
Mike Disa,57089,-16478171.0
Renny Harlin,50601,-19982521.0
Francis Lawrence,55787,76156230.0
Jim Sheridan,69668,-11497660.0
Chris Weitz,55720,-8240748.0
Dermot Mulroney,59296,1377.0
Oren Moverman,75622,-11027488.0
Jeff Nichols,64720,-1900686.0
Joe Nussbaum,51588,2130000.0
Wim Wenders,57276,10306880.0
Alex Kendrick,72213,33522221.0
Jean-Jacques Annaud,77221,-34554000.0
William Friedkin,73567,-6334931.0
John Whitesell,38322,51615414.0
Angel Gracia,50217,2499907.0
Charles Martin Smith,62837,58404397.0
Benny Chan,55292,4662874.0
Justin Lin,51497,501137675.0
 FrÃ©dÃ©ric Jardin,79070,-2496642.0
Angelina Jolie,79777,-9696123.0
Sam Levinson,60422,-3644312.0
Salim Akil,57119,31110610.0
Chris Kentis,92182,11101672.0
Laura Lau,92182,11101672.0
Andrea Arnold,9364,-7899085.0
Lynn Shelton,84355,3075000.0
Thomas Bezucha,59860,-2575000.0
Tom McCarthy,55725,-176788.0
Kenneth Lonergan,44754,-13953505.0
Michael Brandt,73499,-13303768.0
Kat Coiro,91070,-899095.0
Phyllida Lloyd,71688,101956699.0
Kevin Smith,48572,-2895318.0
Lee Tamahori,62630,-13371787.0
Jim Kohlberg,56401,-3746101.0
David R. Ellis,65055,-17873542.0
Jason Eisener,49010,-2327352.0
Tyler Perry,51017,28213633.0
Paul Johansson,56780,-10372625.0
Paolo Sorrentino,53487,-13209021.0
Rodrigo GarcÃ­a,73873,-2365172.0
Wayne Wang,58882,1198226.0
Lance Daly,65650,-5994794.0
Andrew Haigh,79120,461947.0
Ben Wheatley,74725,-328240.0
Jon M. Chu,54518,85441954.0
Evan Glodell,58699,84236.0
Jay Duplass,82532,-5582420.0
Mark Duplass,82532,-5582420.0
Xavier Gens,38541,-2978000.0
Kevin Macdonald,66150,180659.0
Zillah Bowes,66150,180659.0
Matthew Vaughn,49538,184420111.0
Louis C.K.,80379,750000.0
Kevin Tancharoen,67675,9663238.0
Mark Rosman,62796,-5.0
Peter Jackson,121,847287400.0
Chris Columbus,672,776688482.0
Carlos Saldanha,425,324257136.0
Chris Wedge,425,324257136.0
Doug Liman,2501,154034224.0
Paul W.S. Anderson,1576,69441078.0
Sam Raimi,557,682708551.0
George Lucas,1894,529398328.0
Steven Spielberg,640,300114312.0
Barry Sonnenfeld,608,301818803.0
Roman Polanski,423,85072577.0
Steven Spielberg,180,256372926.0
Chris Sanders,11544,65771527.0
Dean DeBlois,11544,65771527.0
Corey Yuen Kwai,4108,22928932.0
Louis Leterrier,4108,22928932.0
Rob Cohen,7451,207448382.0
John Musker,9016,-30421885.0
Ron Clements,9016,-30421885.0
Lee Tamahori,36669,291971116.0
Danny Boyle,170,77719885.0
Wayne Wang,7303,99906693.0
Guillermo del Toro,36586,101010032.0
Martin Scorsese,3131,93772504.0
David Fincher,4547,148397415.0
Rob Minkoff,10996,49956806.0
Walt Becker,11452,33275483.0
Curtis Hanson,65,174000000.0
Steven Brill,2022,121269535.0
Gurinder Chadha,455,73078482.0
Marc Lawrence,2642,33354918.0
M. Night Shyamalan,2675,336247917.0
Gore Verbinski,565,201348933.0
Adam Shankman,10229,30227069.0
Joel Zwick,8346,363744044.0
Chris Weitz,245,102000000.0
Paul Weitz,245,102000000.0
Andrew Davis,9884,-6617567.0
Joel Schumacher,1817,84837138.0
Stuart Baird,201,7312826.0
Kurt Wimmer,7299,-14640355.0
Miguel Arteta,9962,8856124.0
Stephen Daldry,590,83846072.0
Sam Mendes,4147,101001478.0
Jay Roach,818,233633907.0
Michael Lembeck,9021,107855065.0
Christopher Nolan,320,67714830.0
Steve Beck,9645,33349884.0
Raja Gosnell,9637,191650703.0
Kelly Asbury,9023,42563539.0
Lorna Cook,9023,42563539.0
Jim Gillespie,10375,-48583698.0
Chuck Russell,9334,105333180.0
Betty Thomas,8427,-36438863.0
Michael Moore,1430,31564473.0
Spike Lee,1429,-1939157.0
Edward Lachman,7090,-852259.0
Larry Clark,7090,-852259.0
Phil Alden Robinson,4614,125.0
Randall Wallace,10590,39660784.0
Jeff Tremaine,9012,59282312.0
Julie Taymor,1360,44298474.0
Barbet Schroeder,11892,6714147.0
Spike Jonze,2757,13801173.0
Andy Tennant,11529,150622424.0
Tim Story,10611,63781642.0
Ron Shelton,4911,-5762530.0
Simon Wells,2135,43729176.0
Walter Hill,15070,-7601372.0
Roger Kumble,11812,25696770.0
John Woo,12100,-37371735.0
Nick Cassavetes,8470,66244770.0
Adrian Lyne,2251,69137784.0
Roger Michell,1537,49935764.0
Paul Thomas Anderson,8051,-8000000.0
Kathryn Bigelow,8665,-64831034.0
Michael Rymer,11979,10479110.0
Robert Rodriguez,9488,81723358.0
Michael Apted,1957,13801187.0
Marcus Raboy,10426,13526835.0
Donovan Cook,16690,89862682.0
Robin Budd,16690,89862682.0
Stephen Herek,16643,-23127329.0
Dewey Nicks,20009,-7586085.0
Rob Marshall,1574,261776732.0
Mark Romanek,9357,40223306.0
Brian De Palma,9280,-18161090.0
Michael Caton-Jones,13536,-17566085.0
Rob Bowman,6278,-16938018.0
Tom Dey,5851,-7258268.0
Carl Franklin,11560,21781810.0
Brad Silberling,31005,-10988950.0
Gregory Hoblit,10592,-37712956.0
Alexander Payne,2755,75834556.0
John Stockwell,9266,26842679.0
Clint Eastwood,9573,-23800483.0
Steven Soderbergh,2103,-16997242.0
Shekhar Kapur,9093,-5117355.0
Phillip Noyce,8198,-2325876.0
Mark Pellington,2637,23157539.0
Todd Haynes,10712,15527914.0
John Lee Hancock,14635,55597042.0
Joel Schumacher,3132,-4022705.0
George Clooney,4912,3013805.0
Wych Kaosayananda,10550,-50075967.0
Luis Mandoki,9039,-23083131.0
Jonathan Frakes,15028,12793283.0
Rick Rosenthal,11442,24664855.0
D.J. Caruso,11468,-17323302.0
Shawn Levy,11870,37970014.0
Joe Carnahan,11022,6133747.0
Rick Famuyiwa,37964,19362712.0
Denzel Washington,13435,10867586.0
Burr Steers,9685,-4222535.0
Guy Ritchie,12779,-9401355.0
Mort Nathan,9557,-11413624.0
Lucky McKee,10894,-349723.0
Tamra Davis,17130,49141030.0
Ron Underwood,11692,-92896027.0
Stephen Gaghan,15992,-14280643.0
Brett Ratner,9533,131196298.0
Reginald Hudlin,12771,-12069815.0
Tom Shadyac,10052,-7677600.0
Charles Stone III,13497,37588485.0
Kevin Bray,13950,11482931.0
William Malone,9544,-21097985.0
Paul Schrader,14112,-4937934.0
Craig McCracken,59387,1411644.0
Neil LaBute,30072,-14886267.0
Godfrey Reggio,21925,-2986692.0
Steven Soderbergh,15186,506446.0
Barry Sonnenfeld,2185,-31506110.0
Malcolm D. Lee,12277,16604473.0
Fernando LeÃ³n de Aranoa,54580,-3853598.0
Brett Morgen,29047,1394436.0
Nanette Burstein,29047,1394436.0
Quentin Tarantino,680,205928762.0
Frank Darabont,278,3341469.0
Robert Zemeckis,13,622945399.0
Rob Minkoff,8587,743241776.0
Roger Allers,8587,743241776.0
Jan de Bont,1637,320448145.0
Peter Farrelly,8467,230275374.0
Peter Segal,36593,21132598.0
Neil Jordan,628,163664608.0
James Cameron,36955,263882411.0
Chuck Russell,854,328583407.0
Roland Emmerich,2164,141567262.0
Phillip Noyce,9331,153887717.0
Oliver Stone,241,16282766.0
