genres,id,profit
History,10139,34586584.0
Action,10529,-42966317.0
Fantasy,10529,-42966317.0
Science Fiction,10529,-42966317.0
Drama,8836,38369434.0
Mystery,8836,38369434.0
Science Fiction,8836,38369434.0
Thriller,8836,38369434.0
Drama,14359,30907234.0
Mystery,14359,30907234.0
Adventure,13600,-37130952.0
Family,13600,-37130952.0
Fantasy,13600,-37130952.0
Comedy,10761,44601681.0
Romance,10761,44601681.0
Crime,13018,-7258702.0
Drama,13018,-7258702.0
Mystery,13018,-7258702.0
Thriller,13018,-7258702.0
Action,13809,7739015.0
Crime,13809,7739015.0
Thriller,13809,7739015.0
Drama,9030,44309766.0
Horror,9030,44309766.0
Thriller,9030,44309766.0
Drama,11671,1894347.0
Romance,11671,1894347.0
Action,13184,-2512610.0
Crime,13184,-2512610.0
Thriller,13184,-2512610.0
Comedy,7278,54646831.0
Drama,8988,-13792870.0
War,8988,-13792870.0
Drama,8338,-5155021.0
Mystery,8338,-5155021.0
Science Fiction,8338,-5155021.0
Thriller,8338,-5155021.0
Action,8285,-20968663.0
Comedy,8285,-20968663.0
Crime,8285,-20968663.0
Science Fiction,8285,-20968663.0
Thriller,8285,-20968663.0
Drama,14637,-11313298.0
Thriller,14637,-11313298.0
Crime,12690,211394.0
Drama,12690,211394.0
Action,17436,-17617826.0
Adventure,17436,-17617826.0
Crime,17436,-17617826.0
Drama,17436,-17617826.0
Thriller,17436,-17617826.0
Science Fiction,8645,103403799.0
Thriller,8645,103403799.0
Action,13460,-7788574.0
Science Fiction,13460,-7788574.0
Thriller,13460,-7788574.0
Adventure,18032,-4929670.0
Drama,18032,-4929670.0
Fantasy,18032,-4929670.0
Romance,18032,-4929670.0
Science Fiction,18032,-4929670.0
Animation,8885,9125849.0
Drama,8885,9125849.0
War,8885,9125849.0
Comedy,4564,350252786.0
Drama,4564,350252786.0
Romance,4564,350252786.0
Comedy,10186,-6237110.0
Music,10186,-6237110.0
Animation,10199,-9122855.0
Comedy,10199,-9122855.0
Family,10199,-9122855.0
Action,11918,-9128166.0
Comedy,11918,-9128166.0
Science Fiction,11918,-9128166.0
Adventure,12837,27105395.0
Drama,12837,27105395.0
Drama,17606,-13856144.0
Mystery,17606,-13856144.0
Romance,17606,-13856144.0
Thriller,17606,-13856144.0
Adventure,14405,129281606.0
Comedy,14405,129281606.0
Family,14405,129281606.0
Drama,4148,40225693.0
Romance,4148,40225693.0
Comedy,13090,11174377.0
Drama,13090,11174377.0
Action,16353,436663.0
Adventure,16353,436663.0
Thriller,16353,436663.0
Crime,13150,1148328.0
Drama,13150,1148328.0
Thriller,13150,1148328.0
Comedy,13827,-5930503.0
Comedy,8780,33833449.0
Comedy,13991,-769724.0
Drama,12568,-6795709.0
Romance,12568,-6795709.0
Adventure,21755,-14469236.0
Comedy,21755,-14469236.0
Drama,21755,-14469236.0
Romance,21755,-14469236.0
Adventure,11260,-9349921.0
Comedy,11260,-9349921.0
Family,11260,-9349921.0
Science Fiction,11260,-9349921.0
Horror,13812,28855419.0
Science Fiction,13812,28855419.0
Thriller,13812,28855419.0
Action,14011,1731128.0
Adventure,14011,1731128.0
Animation,14011,1731128.0
Science Fiction,14011,1731128.0
Drama,10362,-8851818.0
Romance,10362,-8851818.0
Drama,13944,-23000000.0
Mystery,13944,-23000000.0
Romance,13944,-23000000.0
Thriller,13944,-23000000.0
Adventure,10188,17352417.0
Comedy,10188,17352417.0
Drama,10188,17352417.0
Family,10188,17352417.0
Drama,14325,-30206504.0
Thriller,10900,-2384507.0
Comedy,13972,34007546.0
Drama,13972,34007546.0
Romance,13972,34007546.0
Action,17108,12896728.0
Adventure,17108,12896728.0
Comedy,17108,12896728.0
Action,13506,36135878.0
Drama,13506,36135878.0
History,13506,36135878.0
War,13506,36135878.0
Animation,11802,26800345.0
Family,11802,26800345.0
Crime,13279,7640028.0
Drama,13279,7640028.0
Thriller,13279,7640028.0
Action,14073,4623200.0
Adventure,14073,4623200.0
Drama,14073,4623200.0
Foreign,14073,4623200.0
History,14073,4623200.0
Comedy,13973,830137.0
Drama,13973,830137.0
Action,13191,-3703816.0
Adventure,13191,-3703816.0
Comedy,13191,-3703816.0
Thriller,13191,-3703816.0
Drama,13990,-3100025.0
Comedy,8944,-18326578.0
Drama,8944,-18326578.0
Comedy,18176,-11430436.0
Crime,18176,-11430436.0
Mystery,18176,-11430436.0
Thriller,18176,-11430436.0
Action,13805,-10890716.0
Comedy,13805,-10890716.0
Action,12412,-35676167.0
Crime,12412,-35676167.0
Drama,12412,-35676167.0
Thriller,12412,-35676167.0
War,12412,-35676167.0
Comedy,13596,16620508.0
Drama,8279,4550000.0
Crime,10185,-11466773.0
Drama,10185,-11466773.0
Horror,10185,-11466773.0
Mystery,10185,-11466773.0
Thriller,10185,-11466773.0
Action,13256,-5966835.0
Adventure,13256,-5966835.0
Horror,13256,-5966835.0
Science Fiction,13256,-5966835.0
Comedy,10187,-3400000.0
Drama,10187,-3400000.0
Drama,10523,4406464.0
History,10523,4406464.0
Drama,14438,32956317.0
Comedy,12890,3569964.0
Drama,12890,3569964.0
Romance,12890,3569964.0
Adventure,10488,63076342.0
Comedy,10488,63076342.0
Family,10488,63076342.0
Fantasy,10488,63076342.0
Animation,14248,5000000.0
Comedy,14248,5000000.0
Family,14248,5000000.0
Fantasy,14248,5000000.0
Comedy,13092,-9713701.0
Drama,13092,-9713701.0
Romance,13092,-9713701.0
Drama,16564,-3469952.0
History,16564,-3469952.0
War,16564,-3469952.0
Action,15749,-5608590.0
Adventure,15749,-5608590.0
Drama,15749,-5608590.0
Horror,15749,-5608590.0
Thriller,15749,-5608590.0
Comedy,13490,8650785.0
Drama,13490,8650785.0
Action,14070,66900000.0
Drama,14070,66900000.0
Foreign,14070,66900000.0
Mystery,14070,66900000.0
Thriller,14070,66900000.0
Action,14301,-199997.0
Adventure,14301,-199997.0
Comedy,14301,-199997.0
Music,14301,-199997.0
Science Fiction,14301,-199997.0
Comedy,14467,8800000.0
Drama,14467,8800000.0
Romance,14467,8800000.0
Comedy,13996,-959412.0
Drama,13996,-959412.0
Drama,7351,-4700000.0
Comedy,15467,6820000.0
Drama,15467,6820000.0
Foreign,15467,6820000.0
Romance,15467,6820000.0
Drama,20764,-2392441.0
Science Fiction,20764,-2392441.0
Thriller,20764,-2392441.0
Drama,22556,-14683000.0
Romance,22556,-14683000.0
Horror,23174,4500000.0
Documentary,13359,4200000.0
Action,1771,230569774.0
Adventure,1771,230569774.0
Science Fiction,1771,230569774.0
Action,64690,61175166.0
Crime,64690,61175166.0
Drama,64690,61175166.0
Thriller,64690,61175166.0
Adventure,12445,1202817822.0
Family,12445,1202817822.0
Fantasy,12445,1202817822.0
Action,1865,641683000.0
Adventure,1865,641683000.0
Fantasy,1865,641683000.0
Action,61791,389860185.0
Drama,61791,389860185.0
Science Fiction,61791,389860185.0
Thriller,61791,389860185.0
Action,10195,294115007.0
Adventure,10195,294115007.0
Fantasy,10195,294115007.0
Action,49530,133930596.0
Science Fiction,49530,133930596.0
Thriller,49530,133930596.0
Action,47327,-21068599.0
Crime,47327,-21068599.0
Fantasy,47327,-21068599.0
Thriller,47327,-21068599.0
Action,27582,11070807.0
Crime,27582,11070807.0
Thriller,27582,11070807.0
Mystery,45612,115332697.0
Science Fiction,45612,115332697.0
Thriller,45612,115332697.0
Action,56292,549713380.0
Adventure,56292,549713380.0
Thriller,56292,549713380.0
Comedy,50646,92851197.0
Drama,50646,92851197.0
Romance,50646,92851197.0
Crime,65754,142617430.0
Drama,65754,142617430.0
Mystery,65754,142617430.0
Thriller,65754,142617430.0
Mystery,51876,134849455.0
Science Fiction,51876,134849455.0
Thriller,51876,134849455.0
Animation,49444,515692281.0
Family,49444,515692281.0
Comedy,50546,134918407.0
Romance,50546,134918407.0
Comedy,51540,82000000.0
Crime,51540,82000000.0
Action,39254,189268508.0
Drama,39254,189268508.0
Science Fiction,39254,189268508.0
Comedy,50544,115483765.0
Comedy,52449,196197492.0
Action,58574,209615000.0
Adventure,58574,209615000.0
Crime,58574,209615000.0
Mystery,58574,209615000.0
Adventure,49013,359852396.0
Animation,49013,359852396.0
Comedy,49013,359852396.0
Family,49013,359852396.0
Action,44912,19851172.0
Adventure,44912,19851172.0
Science Fiction,44912,19851172.0
Thriller,44912,19851172.0
Comedy,45243,174455986.0
Comedy,41630,122780440.0
Romance,41630,122780440.0
Action,17578,241940071.0
Adventure,17578,241940071.0
Animation,17578,241940071.0
Family,17578,241940071.0
Mystery,17578,241940071.0
Comedy,55721,255883523.0
Romance,55721,255883523.0
Comedy,48988,47160734.0
Mystery,37686,210095987.0
Science Fiction,37686,210095987.0
Thriller,37686,210095987.0
Action,23629,7792502.0
Fantasy,23629,7792502.0
Thriller,23629,7792502.0
Thriller,49730,47162162.0
Adventure,50619,602171856.0
Fantasy,50619,602171856.0
Romance,50619,602171856.0
Drama,76025,11193675.0
Comedy,58224,132361754.0
Family,58224,132361754.0
Drama,8967,22674226.0
Fantasy,8967,22674226.0
Action,46529,94492830.0
Adventure,46529,94492830.0
Science Fiction,46529,94492830.0
Thriller,46529,94492830.0
Adventure,46195,394635760.0
Animation,46195,394635760.0
Comedy,46195,394635760.0
Family,46195,394635760.0
Comedy,74643,118432856.0
Drama,74643,118432856.0
Romance,74643,118432856.0
Comedy,38317,89852759.0
