production_companies,id,profit
Goldmann Pictures,10715,-11485156.0
Lonely Film Productions GmbH & Co. KG.,10715,-11485156.0
Warner Bros.,10715,-11485156.0
Warner Bros. Animation,10715,-11485156.0
Intermedia Films,10782,-7207439.0
Krane Entertainment,10782,-7207439.0
Columbia Pictures,10159,-4083508.0
Universal Pictures,10159,-4083508.0
WWE Studios,10159,-4083508.0
Ardustry Entertainment,584,160350661.0
Mikona Productions GmbH & Co. KG,584,160350661.0
Original Film,584,160350661.0
Universal Pictures,584,160350661.0
Beacon Pictures,2055,46296293.0
Cobalt Media Group,2055,46296293.0
Tig Productions,2055,46296293.0
Touchstone Pictures,2055,46296293.0
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,12090,83564935.0
Robert Simonds Productions,12090,83564935.0
Twentieth Century Fox Film Corporation,12090,83564935.0
Columbia Pictures,10708,104433867.0
Davis Entertainment,10708,104433867.0
Revolution Studios,10708,104433867.0
DreamWorks Pictures,4464,61336445.0
Spyglass Entertainment,4464,61336445.0
The Kennedy/Marshall Company,4464,61336445.0
Touchstone Pictures,4464,61336445.0
Universal Pictures,4464,61336445.0
Metro-Goldwyn-Mayer (MGM),2116,5495563.0
Monarch Pictures,2116,5495563.0
Original Film,2116,5495563.0
American Zoetrope,11351,46102666.0
Jeepers Creepers II,11351,46102666.0
Myriad Pictures,11351,46102666.0
United Artists,11351,46102666.0
Walt Disney Pictures,18736,38534455.0
Castle Rock Entertainment,6171,7715436.0
Kasdan Pictures,6171,7715436.0
NPV Entertainment,6171,7715436.0
Village Roadshow Pictures,6171,7715436.0
WV Films II,6171,7715436.0
Dimension Films,12279,159011982.0
Epsilon Motion Pictures,10720,-14701793.0
Fox 2000 Pictures,10720,-14701793.0
Jinks/Cohen Company,10720,-14701793.0
Mediastream Dritte Film,10720,-14701793.0
Regency Enterprises,10720,-14701793.0
Baumgarten Merims Productions,9616,-23439194.0
N1 European Film Produktions GmbH & Co. KG,9616,-23439194.0
Twentieth Century Fox Film Corporation,9616,-23439194.0
Alphaville Productions,11775,59940815.0
Imagine Entertainment,11775,59940815.0
Mike Zoss Productions,11775,59940815.0
Universal Pictures,11775,59940815.0
Alphaville Films,10632,-20765992.0
Lakeshore Entertainment,10632,-20765992.0
Bisgrove Entertainment,11093,442795.0
Cobalt Media Group,11093,442795.0
DreamWorks SKG,11093,442795.0
Black Sky Entertainment,11547,29053394.0
Cabin Pictures,11547,29053394.0
Deer Path Films,11547,29053394.0
Down Home Entertainment,11547,29053394.0
Tonic Films,11547,29053394.0
Epsilon Motion Pictures,11329,20154140.0
New Regency Pictures,11329,20154140.0
Regency Enterprises,11329,20154140.0
Newmarket Films,504,52378584.0
Pathe Productions,10944,-11999977.0
Red Turtle,10944,-11999977.0
Hyde Park Films,10678,112675402.0
Touchstone Pictures,10678,112675402.0
Casey Silver Productions,8046,-46733791.0
City Light Films,8046,-46733791.0
Revolution Studios,8046,-46733791.0
Antietam Filmworks,16072,-43076064.0
Turner Pictures,16072,-43076064.0
Baumgarten Merims Productions,13537,-5999998.0
Cruise/Wagner Productions,13537,-5999998.0
Lions Gate Films,13537,-5999998.0
New Line Cinema,10152,20267515.0
GreeneStreet Films,14926,17095657.0
Metro-Goldwyn-Mayer (MGM),14926,17095657.0
ContentFilm,1415,-4257102.0
Intermedia Films,11615,-11044402.0
Saturn Films,11615,-11044402.0
Universal Pictures,11615,-11044402.0
Fearmakers Studios,1807,7012022.0
HBO Films,1807,7012022.0
Boll Kino Beteiligungs GmbH & Co. KG,11059,6818181.0
Brightlight Pictures,11059,6818181.0
Herold Productions,11059,6818181.0
Mindfire Entertainment,11059,6818181.0
South Pacific Pictures,1088,33400000.0
Spectacle Entertainment Group,2662,9829545.0
Universal Pictures,2662,9829545.0
David Ladd Films,9582,-2567837.0
Metro-Goldwyn-Mayer (MGM),9582,-2567837.0
Revolution Studios,13920,20277485.0
Tollin/Robbins Productions,13920,20277485.0
Recorded Picture Company (RPC),237,-3900000.0
Columbia Pictures,11375,-23857341.0
Revolution Studios,11375,-23857341.0
Canal Plus,302,14641323.0
FOZ,302,14641323.0
FidÃ©litÃ© Productions,302,14641323.0
France 2 CinÃ©ma,302,14641323.0
Gimages,302,14641323.0
Castle Rock Entertainment,13370,12750246.0
TLA Releasing,15708,-30061.0
Next Wednesday Productions,2056,8179814.0
SenArt Films,2056,8179814.0
Paramount Pictures,22309,15238577.0
Brown Sauce Film Productions,16941,-143702.0
Irish Film Board,16941,-143702.0
Parallel Film Productions,16941,-143702.0
Portman Film,16941,-143702.0
UK Film Council,16941,-143702.0
Harbour Pictures,8696,86542059.0
Touchstone Pictures,8696,86542059.0
Alliance Atlantis Communications,14527,-7795291.0
Canadian Film or Video Production Tax Credit (CPTC),14527,-7795291.0
Movie Central Network,14527,-7795291.0
The Harold Greenberg Fund,14527,-7795291.0
TÃ©lÃ©film Canada,14527,-7795291.0
icon,321,-1330097.0
Dylan Sellers Productions,10923,30795814.0
Madacy Entertainment,10923,30795814.0
Maverick Films,10923,30795814.0
Metro-Goldwyn-Mayer (MGM),10923,30795814.0
Splendid Pictures,10923,30795814.0
DreamWorks Pictures,12253,-489399.0
Earthship Productions,24982,4040871.0
Walden Media,24982,4040871.0
Walt Disney Pictures,24982,4040871.0
Conundrum Entertainment,1792,-21171682.0
Twentieth Century Fox Film Corporation,1792,-21171682.0
Studio 4Â°C,24914,-5.0
Sony Pictures Classics,52036,-12718415.0
Jerry Bruckheimer Films,10629,-15430082.0
Touchstone Pictures,10629,-15430082.0
Bad Hat Harry Productions,36658,104948780.0
Donners' Company,36658,104948780.0
Marvel Enterprises,36658,104948780.0
Twentieth Century Fox Film Corporation,36658,104948780.0
XM2 Productions,36658,104948780.0
Lions Gate Films,4997,-2533556.0
Epsilon Motion Pictures,17813,-14631103.0
Escape Artists,17813,-14631103.0
Franchise Pictures,17813,-14631103.0
Reiner-Greisman,17813,-14631103.0
20th Century Fox,31246,-7077834.0
Laurent Baffie Productions,16930,0.0
Focus Films,28200,3000000.0
Lightstorm Entertainment,597,1645034188.0
Paramount Pictures,597,1645034188.0
Twentieth Century Fox Film Corporation,597,1645034188.0
Walt Disney Pictures,11970,167712101.0
Amblin Entertainment,607,499390539.0
Columbia Pictures Corporation,607,499390539.0
Parkes+MacDonald Image Nation,607,499390539.0
Columbia Pictures,782,-23467223.0
Jersey Films,782,-23467223.0
Columbia Pictures,18,173920180.0
Gaumont,18,173920180.0
PolyGram Filmed Entertainment,415,113207122.0
Warner Bros.,415,113207122.0
Eon Productions,714,223011068.0
Be Gentlemen Limited Partnership,489,215933435.0
Lawrence Bender Productions,489,215933435.0
Miramax Films,489,215933435.0
Miramax Films,184,27673162.0
Brandywine Productions,8078,92000000.0
Twentieth Century Fox Film Corporation,8078,92000000.0
A&B Producoes,2649,59423648.0
PolyGram Filmed Entertainment,2649,59423648.0
Popaganda Films,2649,59423648.0
Golar Productions,8413,-33326758.0
Impact Pictures,8413,-33326758.0
Paramount Pictures,8413,-33326758.0
Fox Animation Studios,9444,86804348.0
Fox Family Films,9444,86804348.0
Little Wolf Entertainment,9444,86804348.0
The Big Gun Project,9444,86804348.0
Twentieth Century Fox Film Corporation,9444,86804348.0
Hughes Entertainment,9714,47082515.0
Twentieth Century Fox Film Corporation,9714,47082515.0
Capella International,816,51183989.0
Eric's Boy,816,51183989.0
New Line Cinema,816,51183989.0
Big Bug Pictures,563,16214377.0
Touchstone Pictures,563,16214377.0
TriStar Pictures,563,16214377.0
Channel Four Films,9427,254350122.0
Redwave Films,9427,254350122.0
Twentieth Century Fox Film Corporation,9427,254350122.0
Hiett Designs of Las Vegas,1701,149012234.0
Jerry Bruckheimer Films,1701,149012234.0
Kouf/Bigelow Productions,1701,149012234.0
Runway Pictures Inc,1701,149012234.0
Touchstone Pictures,1701,149012234.0
Douglas/Reuther Productions,754,165676146.0
Paramount Pictures,754,165676146.0
Permut Presentations,754,165676146.0
Touchstone Pictures,754,165676146.0
WCG Entertainment Productions,754,165676146.0
Baltimore Pictures,9366,6954997.0
Mark Johnson Productions,9366,6954997.0
Phoenix Pictures,9366,6954997.0
TriStar Pictures,9366,6954997.0
Columbia Pictures Corporation,3597,108586134.0
Mandalay Entertainment,3597,108586134.0
Summer Knowledge LLC,3597,108586134.0
Kopelson Entertainment,1813,95944660.0
Monarchy Enterprises B.V.,1813,95944660.0
New Regency Pictures,1813,95944660.0
Regency Enterprises,1813,95944660.0
Warner Bros.,1813,95944660.0
Columbia Pictures Corporation,9360,91885767.0
Iguana Producciones,9360,91885767.0
Middle Fork Productions,9360,91885767.0
Skylight Cinema Foto Art,9360,91885767.0
St. Tropez Films,9360,91885767.0
Miramax Films,2255,11771272.0
View Askew Productions,2255,11771272.0
Pacific Western,9619,62127760.0
Universal Pictures,9619,62127760.0
Blue Tulip Productions,1639,4508066.0
Twentieth Century Fox Film Corporation,1639,4508066.0
Regency Enterprises,2118,91216940.0
Warner Bros.,2118,91216940.0
Wolper Organization,2118,91216940.0
Dimension Films,4233,148363301.0
Konrad Pictures,4233,148363301.0
Maven Entertainment,4233,148363301.0
Miramax Films,4233,148363301.0
Imagine Entertainment,1624,136000000.0
Universal Pictures,1624,136000000.0
South Side Amusement Company,686,81120329.0
Warner Bros.,686,81120329.0
Lolita Productions,9769,-60939944.0
PathÃ©,9769,-60939944.0
Constellation Entertainment,11975,5916769.0
Paramount Pictures,11975,5916769.0
Marubeni,4824,99330280.0
Mutual Film Company,4824,99330280.0
Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG),4824,99330280.0
Toho-Towa,4824,99330280.0
Universal Pictures,4824,99330280.0
Great Oaks Entertainment,9574,97977226.0
Walt Disney Pictures,9574,97977226.0
Mace Neufeld Productions,10003,50063304.0
Paramount Pictures,10003,50063304.0
Rysher Entertainment,10003,50063304.0
Donner/Shuler-Donner Productions,8834,61982834.0
Silver Pictures,8834,61982834.0
Warner Bros.,8834,61982834.0
Beacon Communications,9772,230156409.0
Columbia Pictures Corporation,9772,230156409.0
Radiant Productions,9772,230156409.0
Baltimore Pictures,586,49256513.0
New Line Cinema,586,49256513.0
Tribeca Productions,586,49256513.0
Gracie Films,2898,264178011.0
TriStar Pictures,2898,264178011.0
Dino De Laurentiis Company,2163,14159144.0
Paramount Pictures,2163,14159144.0
Spelling Films,2163,14159144.0
Applecross,978,61457682.0
Mandalay Entertainment,978,61457682.0
Reperage & Vanguard Films,978,61457682.0
TriStar Pictures,978,61457682.0
TriStar Pictures,8874,261288605.0
Ghoulardi Film Company,4995,28101594.0
Lawrence Gordon Productions,4995,28101594.0
New Line Cinema,4995,28101594.0
Asymmetrical Productions,638,-11324799.0
Ciby 2000,638,-11324799.0
Lost Highway Productions,638,-11324799.0
October Films,638,-11324799.0
Arnold Kopelson Productions,9770,-39458477.0
Warner Bros.,9770,-39458477.0
PolyGram Filmed Entertainment,1281,233212670.0
Tiger Aspect Productions,1281,233212670.0
Working Title Films,1281,233212670.0
Columbia Pictures,4477,50807547.0
Paramount Pictures,9437,33527873.0
Rysher Entertainment,9437,33527873.0
Castle Rock Entertainment,66,68310.0
Columbia Pictures,66,68310.0
Malpaso Productions,66,68310.0
Jerry Weintraub Productions,11419,11400360.0
Warner Bros.,11419,11400360.0
Canal+ Droits Audiovisuels,10155,-12317902.0
Clyde Is Hungry Films,10155,-12317902.0
Illusion Entertainment Group,10155,-12317902.0
Phoenix Pictures,10155,-12317902.0
Dimension Films,4961,-4519510.0
Miramax Films,4961,-4519510.0
Icon Entertainment International,6072,-14283920.0
New Line Cinema,10336,47840042.0
Pull Down Your Pants Pictures,10336,47840042.0
Todd McFarlane Entertainment,10336,47840042.0
Cube Libre,431,251818.0
Feature Film Project,431,251818.0
Harold Greenberg Fund,431,251818.0
Odeon Films,431,251818.0
TÃ©lÃ©film Canada,431,251818.0
Touchstone Pictures,9746,-22315211.0
Tig Productions,9922,-62373766.0
Warner Bros.,9922,-62373766.0
Caravan Pictures,4421,-1830844.0
First Independent Films,4421,-1830844.0
Hollywood Pictures,4421,-1830844.0
Largo Entertainment,4421,-1830844.0
Scott Free Productions,4421,-1830844.0
Mutual Film Company,11015,-26043392.0
Pacific Western,11015,-26043392.0
Paramount Pictures,11015,-26043392.0
Toho-Towa,11015,-26043392.0
Universal Pictures,11015,-26043392.0
Warner Bros.,14289,-44000000.0
DreamWorks,6283,84417389.0
Fine Line Features,10217,-1736415.0
Across the River Productions,2142,29862187.0
Miramax Films,2142,29862187.0
Woods Entertainment,2142,29862187.0
Warner Bros. Pictures,16052,40000000.0
Columbia Pictures Corporation,6116,75000000.0
Canal+ Droits Audiovisuels,68924,-9961939.0
Fox Searchlight Pictures,68924,-9961939.0
Good Machine,68924,-9961939.0
Walt Disney Pictures,20737,20144499.0
Warner Bros. Animation,24662,-28433363.0
Warner Bros. Family Entertainment,24662,-28433363.0
New Line Cinema,9823,21376861.0
Threshold Entertainment,9823,21376861.0
Caravan Pictures,8860,-23012437.0
Touchstone Pictures,8860,-23012437.0
Image Organization,10351,10738769.0
Pierre David,10351,10738769.0
Sheinberg Productions,10371,-3388775.0
The Bubble Factory,10371,-3388775.0
Universal Pictures,10371,-3388775.0
Yorktown Productions,10371,-3388775.0
20th Century Fox,6499,7979739.0
Saban Entertainment,6499,7979739.0
Polar Productions,9414,-6198245.0
Regency Enterprises,9414,-6198245.0
Taurus Films,9414,-6198245.0
Warner Bros.,9414,-6198245.0
Metro-Goldwyn-Mayer (MGM),34314,-43533912.0
Rysher Entertainment,34314,-43533912.0
DC Comics,8854,-14313571.0
Quincy Jones-David Salzman Entertainment,8854,-14313571.0
Warner Bros. Pictures,8854,-14313571.0
Paramount Pictures,9403,13230799.0
Rysher Entertainment,9403,13230799.0
Touchstone Pictures,12628,-8000000.0
20th Century Fox,9413,25332015.0
Icon Entertainment International,50512,-34208170.0
Studio Trite,50512,-34208170.0
Warner Bros.,50512,-34208170.0
Ivory Way Productions,34309,-13161782.0
New Line Cinema,34309,-13161782.0
Malpaso Company,8197,-9894745.0
Warner Bros.,8197,-9894745.0
Cometstone Pictures,9406,4570463.0
Hollywood Pictures,9406,4570463.0
DreamWorks,11831,38000000.0
Lions Gate Films,31662,330054.0
New Deal Productions,25624,-16869651.0
Peters Entertainment,25624,-16869651.0
Warner Bros.,25624,-16869651.0
Amblin Entertainment,330,156074524.0
Universal Pictures,330,156074524.0
Pacific Western,10871,-30517805.0
Paramount Pictures,10871,-30517805.0
Rysher Entertainment,10871,-30517805.0
Canal+,39385,25456000.0
France 2 CinÃ©ma,39385,25456000.0
Les Productions Jacques Roitfeld,39385,25456000.0
M6 Films,39385,25456000.0
Orly Films,39385,25456000.0
Village Roadshow Entertainment,13852,75114.0
Working Dog,13852,75114.0
Walt Disney Animation Studios,109445,1124219009.0
Walt Disney Pictures,109445,1124219009.0
Esperanto Filmoj,49047,611392705.0
Heyday Films,49047,611392705.0
Warner Bros.,49047,611392705.0
Marvel Studios,76338,309765000.0
Marvel Studios,68721,1015439994.0
K/O Paper Products,75656,42698894.0
SOIXAN7E QUIN5E,75656,42698894.0
See Me Louisiana,75656,42698894.0
Summit Entertainment,75656,42698894.0
Color Force,101299,717423452.0
Lionsgate,101299,717423452.0
Appian Way,106646,292000694.0
EMJAG Productions,106646,292000694.0
Paramount Pictures,106646,292000694.0
Red Granite Pictures,106646,292000694.0
Sikelia Productions,106646,292000694.0
Disney Double Dare You (DDY),68726,227602906.0
Indochina Productions,68726,227602906.0
Legendary Pictures,68726,227602906.0
Warner Bros.,68726,227602906.0
Chernin Entertainment,75612,166168572.0
Monolith Pictures (III),75612,166168572.0
Radical Studios,75612,166168572.0
Relativity Media,75612,166168572.0
Universal Pictures,75612,166168572.0
Metro-Goldwyn-Mayer (MGM),57158,708400000.0
New Line Cinema,57158,708400000.0
WingNut Films,57158,708400000.0
Cruel and Unusual Films,49521,437845518.0
DC Entertainment,49521,437845518.0
Legendary Pictures,49521,437845518.0
Syncopy,49521,437845518.0
Warner Bros.,49521,437845518.0
Annapurna Pictures,152601,24351251.0
Illumination Entertainment,93456,894761885.0
Universal Pictures,93456,894761885.0
Bad Robot,54138,277365246.0
Kurtzman/Orci,54138,277365246.0
Paramount Pictures,54138,277365246.0
Skydance Productions,54138,277365246.0
Film4,76203,167000000.0
New Regency Pictures,76203,167000000.0
Plan B Entertainment,76203,167000000.0
Regency Enterprises,76203,167000000.0
River Road Entertainment,76203,167000000.0
One Race Productions,87421,60337295.0
Radar Pictures,87421,60337295.0
Riddick Canada Productions,87421,60337295.0
Evergreen Media Group,138843,305000141.0
New Line Cinema,138843,305000141.0
The Safran Company,138843,305000141.0
A&E Television Networks,64682,246040419.0
Bazmark Films,64682,246040419.0
Red Wagon Entertainment,64682,246040419.0
Village Roadshow Pictures,64682,246040419.0
Warner Bros.,64682,246040419.0
Alpha Core,68724,171140700.0
Media Rights Capital,68724,171140700.0
QED International,68724,171140700.0
Sony Pictures Entertainment (SPE),68724,171140700.0
TriStar Pictures,68724,171140700.0
Big Screen Productions,47964,212654182.0
Dune Entertainment,47964,212654182.0
Ingenious Media,47964,212654182.0
Mid Atlantic Films,47964,212654182.0
Twentieth Century Fox Film Corporation,47964,212654182.0
20th Century Fox Russia,158015,86328627.0
Blumhouse Productions,158015,86328627.0
Platinum Dunes,158015,86328627.0
Universal Pictures,158015,86328627.0
Why Not Productions,158015,86328627.0
Pixar Animation Studios,62211,543559607.0
Walt Disney Pictures,62211,543559607.0
Apparatus Productions,72190,331865000.0
GK Films,72190,331865000.0
Hemisphere Media Capital,72190,331865000.0
Paramount Pictures,72190,331865000.0
Skydance Productions,72190,331865000.0
Big Screen Productions,116745,98133322.0
Ingenious Media,116745,98133322.0
New Line Cinema,116745,98133322.0
Samuel Goldwyn Films,116745,98133322.0
Twentieth Century Fox Film Corporation,116745,98133322.0
Chartoff Productions,80274,15537191.0
Digital Domain,80274,15537191.0
K/O Paper Products,80274,15537191.0
Odd Lot Entertainment,80274,15537191.0
Summit Entertainment,80274,15537191.0
BenderSpink,138832,232994119.0
Heyday Films,138832,232994119.0
New Line Cinema,138832,232994119.0
Newman/Tooley Films,138832,232994119.0
Vincent Newman Entertainment,138832,232994119.0
Emmett/Furla Films,136400,70940411.0
Envision Entertainment Corporation,136400,70940411.0
Marc Platt Productions,136400,70940411.0
Universal Studios,136400,70940411.0
Cross Creek Pictures,96721,52247624.0
Double Negative,96721,52247624.0
Exclusive Media Group,96721,52247624.0
Revolution Films,96721,52247624.0
Working Title Films,96721,52247624.0
Di Bonaventura Pictures,72559,241876278.0
Hasbro,72559,241876278.0
Metro-Goldwyn-Mayer (MGM),72559,241876278.0
Paramount Pictures,72559,241876278.0
Skydance Productions,72559,241876278.0
Anton Capital Entertainment (ACE),86829,21935319.0
CBS Films,86829,21935319.0
StudioCanal,86829,21935319.0
Millennium Films,117263,91025640.0
Nu Image Films,117263,91025640.0
1492 Pictures,76285,84578751.0
Dune Entertainment,76285,84578751.0
Dune Entertainment III,76285,84578751.0
Fox 2000 Pictures,76285,84578751.0
Sunswept Entertainment,76285,84578751.0
8:38 Productions,146233,76126687.0
Alcon Entertainment,146233,76126687.0
Madhouse Entertainment,146233,76126687.0
Annapurna Pictures,168672,211171807.0
Atlas Entertainment,168672,211171807.0
Columbia Pictures,168672,211171807.0
Summit Entertainment,82654,81980662.0
Gary Sanchez Productions,60304,174803475.0
MTV Films,60304,174803475.0
Metro-Goldwyn-Mayer (MGM),60304,174803475.0
Paramount Pictures,60304,174803475.0
Studio Babelsberg,60304,174803475.0
H2F Entertainment,64686,-24037525.0
Mid Atlantic Films,64686,-24037525.0
Moving Picture Company (MPC),64686,-24037525.0
Stuber Productions,64686,-24037525.0
Universal,64686,-24037525.0
Constantin Film Produktion,123553,30565421.0
Don Carmody Productions,123553,30565421.0
Mr. Smith Productions,123553,30565421.0
Unique Features,123553,30565421.0
Blue Sky Studios,116711,168426634.0
Twentieth Century Fox Animation,116711,168426634.0
Closest to the Hole Productions,193756,109295601.0
Herrick Entertainment,193756,109295601.0
Leverage Management,193756,109295601.0
Universal Pictures,193756,109295601.0
Weed Road Pictures,193756,109295601.0
Truth Entertainment,152532,50198285.0
Universal Pictures,152532,50198285.0
Universal Studios,152532,50198285.0
Voltage Pictures,152532,50198285.0
Dark Horse Entertainment,49524,-68351500.0
Original Film,49524,-68351500.0
Universal Pictures,49524,-68351500.0
Walt Disney Animation Studios,151960,169788712.0
Walt Disney Pictures,151960,169788712.0
Division Films,122081,26724284.0
Muse Productions,122081,26724284.0
Pop Films,122081,26724284.0
RabbitBandini Productions,122081,26724284.0
Radar Pictures,122081,26724284.0
Apotheosis Media Group,158011,55572378.0
Emergency Films,158011,55572378.0
TriStar Pictures,158011,55572378.0
Troika Pictures,158011,55572378.0
WWE Studios,158011,55572378.0
FilmDistrict,109428,80542952.0
Ghost House Pictures,109428,80542952.0
TriStar Pictures,109428,80542952.0
CBS Films,137093,106402450.0
Gidden Media,137093,106402450.0
Good Universe,137093,106402450.0
Laurence Mark Productions,137093,106402450.0
Outlaw Sinema,137093,106402450.0
Canal Plus,112205,6894225.0
EuropaCorp,112205,6894225.0
Grive Productions,112205,6894225.0
Relativity Media,112205,6894225.0
TF1 Films Production,112205,6894225.0
Electric City Entertainment,97367,20485608.0
Sidney Kimmel Entertainment,97367,20485608.0
Verisimilitude,97367,20485608.0
Columbia Pictures,109418,166984278.0
Happy Madison Productions,109418,166984278.0
Sony Pictures Entertainment (SPE),109418,166984278.0
Green Hat Films,109439,259000072.0
Legendary Pictures,109439,259000072.0
DreamWorks Animation,49519,450178928.0
Millennium Films,204082,21058898.0
Open Road Films,204082,21058898.0
Atmosphere Entertainment MM,107846,72915111.0
Emmett/Furla Films,107846,72915111.0
Envision Entertainment,107846,72915111.0
Mark Canton Productions,107846,72915111.0
Summit Entertainment,107846,72915111.0
Metro-Goldwyn-Mayer (MGM),133805,52394288.0
Misher Films,133805,52394288.0
Screen Gems,133805,52394288.0
Columbia Pictures,109424,40000000.0
Fox 2000 Pictures,109091,46009334.0
Ingenious Media,109091,46009334.0
Kanzaman,109091,46009334.0
Nick Wechsler Productions,109091,46009334.0
Scott Free Productions,109091,46009334.0
Centropolis Entertainment,117251,55366737.0
Columbia Pictures,117251,55366737.0
Iron Horse Entertainment (II),117251,55366737.0
Mythology Entertainment (II),117251,55366737.0
Apatow Productions,198277,55464861.0
Exclusive Media Group,198277,55464861.0
Likely Story,198277,55464861.0
Sycamore Pictures,198277,55464861.0
Millenium Films,87567,-13180652.0
Two Ton Films,87567,-13180652.0
Abbolita Productions,209189,-10543325.0
Gotham Group,209189,-10543325.0
Starstream Entertainment,209189,-10543325.0
Big Kid Pictures,81005,2687603.0
Legendary Pictures,81005,2687603.0
New Line Cinema,81005,2687603.0
Original Film,81005,2687603.0
Warner Bros.,81005,2687603.0
20th Century Fox,146238,32616646.0
Appian Way,146238,32616646.0
Double Feature Films,146238,32616646.0
New Regency Pictures,146238,32616646.0
Stone Village Pictures,146238,32616646.0
After Dark Films,70074,-45510171.0
Automatik Entertainment,70074,-45510171.0
Dark Castle Entertainment,70074,-45510171.0
IM Global,70074,-45510171.0
Silver Reel,70074,-45510171.0
Caramel Film,212716,-3153000.0
Fastnet Films,212716,-3153000.0
No Trace Camping,212716,-3153000.0
DreamWorks SKG,146239,25164106.0
Touchstone Pictures,146239,25164106.0
Columbia Pictures,109414,94041322.0
Mandate Pictures,109414,94041322.0
Point Grey Pictures,109414,94041322.0
Sony Pictures Entertainment (SPE),109414,94041322.0
Dickhouse Productions,208134,136831537.0
MTV Films,208134,136831537.0
Paramount Pictures,208134,136831537.0
SND,119283,11216641.0
Blinding Edge Pictures,82700,113843127.0
Columbia Pictures,82700,113843127.0
Overbrook Entertainment,82700,113843127.0
Big Screen Productions,136795,115674180.0
Chernin Entertainment,136795,115674180.0
Ingenious Film Partners,136795,115674180.0
Ingenious Media,136795,115674180.0
Twentieth Century Fox Film Corporation,136795,115674180.0
BBC Films,140823,77544580.0
Essential Media & Entertainment,140823,77544580.0
Hopscotch Features,140823,77544580.0
Ruby Films,140823,77544580.0
Walt Disney Pictures,140823,77544580.0
Marv Films,59859,1000000.0
Universal Pictures,59859,1000000.0
Blumhouse Productions,157547,39030246.0
Intrepid Pictures,157547,39030246.0
MICA Entertainment,157547,39030246.0
Relativity Media,157547,39030246.0
WWE Studios,157547,39030246.0
Blind Wink Productions,57201,-165710090.0
Infinitum Nihil,57201,-165710090.0
Jerry Bruckheimer Films,57201,-165710090.0
Silver Bullet Productions (II),57201,-165710090.0
Walt Disney Pictures,57201,-165710090.0
Langley Park Production,82682,45200903.0
Lin Pictures,82682,45200903.0
Village Roadshow Pictures,82682,45200903.0
Warner Bros.,82682,45200903.0
Aggregate Films,109431,138965010.0
DumbDumb,109431,138965010.0
Stuber Productions,109431,138965010.0
Fox Searchlight Pictures,86825,77441.0
Indian Paintbrush,86825,77441.0
Scott Free Productions,86825,77441.0
Before the Door Pictures,152747,-2891280.0
FilmNation Entertainment,152747,-2891280.0
Sudden Storm Productions,152747,-2891280.0
Treehouse Pictures,152747,-2891280.0
Washington Square Films,152747,-2891280.0
Lions Gate,76617,27241945.0
Nu Image Films,76617,27241945.0
21 Laps Entertainment,157386,4354611.0
A24,157386,4354611.0
Andrew Lauren Productions (ALP),157386,4354611.0
Cloud Eight Films,68727,4261569.0
Decibel Films,68727,4261569.0
Film4,68727,4261569.0
PathÃ©,68727,4261569.0
Apatow Productions,109443,123649015.0
Gary Sanchez Productions,109443,123649015.0
Paramount Pictures,109443,123649015.0
Roth Films,68728,291868548.0
Walt Disney Pictures,68728,291868548.0
DreamWorks Animation,77950,147570682.0
Lionsgate,136418,-11647115.0
De Line Pictures,134374,61175291.0
Paramount Pictures,134374,61175291.0
Chockstone Pictures,72710,19327201.0
Nick Wechsler Productions,72710,19327201.0
Open Road Films,72710,19327201.0
Silver Reel,72710,19327201.0
40 Acres & A Mule Filmworks,87516,-25138978.0
Good Universe,87516,-25138978.0
OB Productions,87516,-25138978.0
Vertigo Entertainment,87516,-25138978.0
Indian Paintbrush,130150,2275812.0
Mr. Mudd Production,130150,2275812.0
Right of Way Films,130150,2275812.0
De Milo,132232,131497771.0
Toma 78,132232,131497771.0
Universal Pictures,132232,131497771.0
ARD Degeto Film,169881,25284237.0
Beta Cinema,169881,25284237.0
CinePostproduction,169881,25284237.0
Pixomondo,169881,25284237.0
UFA Cinema,169881,25284237.0
Focus Features,144340,5000000.0
Follow Through Productions,132363,90922175.0
Laura Ziskin Productions,132363,90922175.0
Lee Daniels Entertainment,132363,90922175.0
Pam Williams Productions,132363,90922175.0
Salamander Pictures,132363,90922175.0
Greenestreet Films,87818,26438988.0
Relativity Media,87818,26438988.0
Virgin Produced,87818,26438988.0
Wessler Entertainment,87818,26438988.0
Witness Protection Films,87818,26438988.0
Mandeville Films,107811,35065672.0
Relativity Media,107811,35065672.0
SkyLand Entertainment,107811,35065672.0
Virgin Produced,107811,35065672.0
Mainframe Entertainment,68179,34597643.0
Rainmaker Entertainment,68179,34597643.0
"Weinstein Company, The",68179,34597643.0
Gerber Pictures,64807,4907260.0
Warner Bros.,64807,4907260.0
British Film Institute (BFI),205601,5605460.0
DJ Films,205601,5605460.0
Isle of Man Film,205601,5605460.0
Metrol Technology,205601,5605460.0
Pinewood Studios,205601,5605460.0
AR Films,106747,3008161.0
Aldamisa Entertainment,106747,3008161.0
Demarest Films,106747,3008161.0
Open Road Films,106747,3008161.0
Overnight Films,106747,3008161.0
Relativity Media,112949,69594140.0
Temple Hill Productions,112949,69594140.0
Aggregate Film,209403,-1700000.0
Darko Entertainment,209403,-1700000.0
A24,96936,4145732.0
PathÃ© Distribution,96936,4145732.0
